,district,state,thelink,year
370,Sawai Madhopur,RAJASTHAN,index.php?action=show_candidates&constituency_id=360,2004
371,Sikar,RAJASTHAN,index.php?action=show_candidates&constituency_id=354,2004
372,Tonk,RAJASTHAN,index.php?action=show_candidates&constituency_id=362,2004
373,Udaipur,RAJASTHAN,index.php?action=show_candidates&constituency_id=367,2004
374,Sikkim,SIKKIM,index.php?action=show_candidates&constituency_id=375,2004
375,Arakkonam,TAMIL NADU,index.php?action=show_candidates&constituency_id=381,2004
376,Chengalpattu,TAMIL NADU,index.php?action=show_candidates&constituency_id=380,2004
377,Chidambaram,TAMIL NADU,index.php?action=show_candidates&constituency_id=387,2004
378,Coimbatore,TAMIL NADU,index.php?action=show_candidates&constituency_id=395,2004
379,Cuddalore,TAMIL NADU,index.php?action=show_candidates&constituency_id=386,2004
380,Dharmapuri,TAMIL NADU,index.php?action=show_candidates&constituency_id=388,2004
381,Dindigul,TAMIL NADU,index.php?action=show_candidates&constituency_id=398,2004
382,Gobichettipalayam,TAMIL NADU,index.php?action=show_candidates&constituency_id=394,2004
383,Karur,TAMIL NADU,index.php?action=show_candidates&constituency_id=401,2004
384,Krishnagiri,TAMIL NADU,index.php?action=show_candidates&constituency_id=389,2004
385,Madras Central,TAMIL NADU,index.php?action=show_candidates&constituency_id=377,2004
386,Madras North,TAMIL NADU,index.php?action=show_candidates&constituency_id=376,2004
387,Madras South,TAMIL NADU,index.php?action=show_candidates&constituency_id=378,2004
388,Madurai,TAMIL NADU,index.php?action=show_candidates&constituency_id=399,2004
389,Mayiladuturai,TAMIL NADU,index.php?action=show_candidates&constituency_id=404,2004
390,Nagapattinam,TAMIL NADU,index.php?action=show_candidates&constituency_id=405,2004
391,Nagercoil,TAMIL NADU,index.php?action=show_candidates&constituency_id=414,2004
392,Nilgiris,TAMIL NADU,index.php?action=show_candidates&constituency_id=393,2004
393,Palani,TAMIL NADU,index.php?action=show_candidates&constituency_id=397,2004
394,Perambalur,TAMIL NADU,index.php?action=show_candidates&constituency_id=403,2004
395,Periyakulam,TAMIL NADU,index.php?action=show_candidates&constituency_id=400,2004
396,Pollachi,TAMIL NADU,index.php?action=show_candidates&constituency_id=396,2004
397,Pudukkottai,TAMIL NADU,index.php?action=show_candidates&constituency_id=407,2004
398,Ramanathapuram,TAMIL NADU,index.php?action=show_candidates&constituency_id=409,2004
399,Rasipuram,TAMIL NADU,index.php?action=show_candidates&constituency_id=390,2004
400,Salem,TAMIL NADU,index.php?action=show_candidates&constituency_id=391,2004
401,Sivaganga,TAMIL NADU,index.php?action=show_candidates&constituency_id=408,2004
402,Sivakasi,TAMIL NADU,index.php?action=show_candidates&constituency_id=410,2004
403,Sriperumbudur,TAMIL NADU,index.php?action=show_candidates&constituency_id=379,2004
404,Tenkasi,TAMIL NADU,index.php?action=show_candidates&constituency_id=412,2004
405,Thanjavur,TAMIL NADU,index.php?action=show_candidates&constituency_id=406,2004
406,Tindivanam,TAMIL NADU,index.php?action=show_candidates&constituency_id=385,2004
407,Tiruchendur,TAMIL NADU,index.php?action=show_candidates&constituency_id=413,2004
408,Tiruchengode,TAMIL NADU,index.php?action=show_candidates&constituency_id=392,2004
409,Tiruchirappalli,TAMIL NADU,index.php?action=show_candidates&constituency_id=402,2004
410,Tirunelveli,TAMIL NADU,index.php?action=show_candidates&constituency_id=411,2004
411,Tiruppattur,TAMIL NADU,index.php?action=show_candidates&constituency_id=383,2004
412,Vandavasi,TAMIL NADU,index.php?action=show_candidates&constituency_id=384,2004
413,Vellore,TAMIL NADU,index.php?action=show_candidates&constituency_id=382,2004
414,Tripura East,TRIPURA,index.php?action=show_candidates&constituency_id=416,2004
415,Tripura West,TRIPURA,index.php?action=show_candidates&constituency_id=415,2004
416,Agra,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=485,2004
417,Akbarpur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=439,2004
418,Aligarh,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=488,2004
419,Allahabad,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=468,2004
420,Amethi,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=437,2004
421,Amroha,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=418,2004
422,Aonla,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=423,2004
423,Azamgarh,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=457,2004
424,Baghpat,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=493,2004
425,Bahraich,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=443,2004
426,Ballia,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=455,2004
427,Balrampur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=444,2004
428,Banda,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=471,2004
429,Bansgaon,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=449,2004
430,Bara Banki,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=441,2004
431,Bareilly,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=424,2004
432,Basti,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=446,2004
433,Bijnor,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=417,2004
434,Bilhaur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=476,2004
435,Budaun,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=422,2004
436,Bulandshahr,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=490,2004
437,Chail,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=469,2004
438,Chandauli,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=463,2004
439,Deoria,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=453,2004
440,Domariaganj,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=447,2004
441,Etah,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=483,2004
442,Etawah,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=478,2004
443,Faizabad,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=440,2004
444,Farrukhabad,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=480,2004
445,Fatehpur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=470,2004
446,Firozabad,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=484,2004
447,Ghatampur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=475,2004
448,Ghazipur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=462,2004
449,Ghosi,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=456,2004
450,Gonda,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=445,2004
451,Gorakhpur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=450,2004
452,Hamirpur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=472,2004
453,Hapur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=491,2004
454,Hardoi,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=431,2004
455,Hathras,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=487,2004
456,Jalaun,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=474,2004
457,Jalesar,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=482,2004
458,Jaunpur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=460,2004
459,Jhansi,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=473,2004
460,Kairana,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=495,2004
461,Kaiserganj,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=442,2004
462,Kannauj,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=479,2004
463,Kanpur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=477,2004
464,Khalilabad,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=448,2004
465,Kheri,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=427,2004
466,Khurja,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=489,2004
467,Lalganj,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=458,2004
468,Lucknow,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=432,2004
469,Machhlishahr,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=459,2004
470,Maharajganj,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=451,2004
471,Mainpuri,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=481,2004
472,Mathura,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=486,2004
473,Meerut,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=492,2004
474,Mirzapur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=466,2004
475,Misrikh,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=430,2004
476,Mohanlalganj,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=433,2004
477,Moradabad,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=419,2004
478,Muzaffarnagar,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=494,2004
479,Padrauna,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=452,2004
480,Phulpur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=467,2004
481,Pilibhit,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=425,2004
482,Pratapgarh,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=436,2004
483,Rae Bareli,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=435,2004
484,Rampur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=420,2004
485,Robertsganj,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=465,2004
486,Saharanpur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=496,2004
487,Saidpur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=461,2004
488,Salempur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=454,2004
489,Sambhal,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=421,2004
490,Shahabad,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=428,2004
491,Shahjahanpur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=426,2004
492,Sitapur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=429,2004
493,Sultanpur,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=438,2004
494,Unnao,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=434,2004
495,Varanasi,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=464,2004
496,Almora,UTTARANCHAL,index.php?action=show_candidates&constituency_id=499,2004
497,Garhwal,UTTARANCHAL,index.php?action=show_candidates&constituency_id=498,2004
498,Hardwar,UTTARANCHAL,index.php?action=show_candidates&constituency_id=501,2004
499,Nainital,UTTARANCHAL,index.php?action=show_candidates&constituency_id=500,2004
500,Tehri Garhwal,UTTARANCHAL,index.php?action=show_candidates&constituency_id=497,2004
501,Alipurduars,WEST BENGAL,index.php?action=show_candidates&constituency_id=503,2004
502,Arambagh,WEST BENGAL,index.php?action=show_candidates&constituency_id=529,2004
503,Asansol,WEST BENGAL,index.php?action=show_candidates&constituency_id=539,2004
504,Balurghat,WEST BENGAL,index.php?action=show_candidates&constituency_id=507,2004
505,Bankura,WEST BENGAL,index.php?action=show_candidates&constituency_id=536,2004
506,Barasat,WEST BENGAL,index.php?action=show_candidates&constituency_id=514,2004
507,Barrackpore,WEST BENGAL,index.php?action=show_candidates&constituency_id=520,2004
508,Basirhat,WEST BENGAL,index.php?action=show_candidates&constituency_id=515,2004
509,Berhampore,WEST BENGAL,index.php?action=show_candidates&constituency_id=511,2004
510,Birbhum,WEST BENGAL,index.php?action=show_candidates&constituency_id=543,2004
511,Bolpur,WEST BENGAL,index.php?action=show_candidates&constituency_id=542,2004
512,Burdwan,WEST BENGAL,index.php?action=show_candidates&constituency_id=540,2004
513,Calcutta North East,WEST BENGAL,index.php?action=show_candidates&constituency_id=523,2004
514,Calcutta North West,WEST BENGAL,index.php?action=show_candidates&constituency_id=522,2004
515,Calcutta South,WEST BENGAL,index.php?action=show_candidates&constituency_id=524,2004
516,Contai,WEST BENGAL,index.php?action=show_candidates&constituency_id=532,2004
517,Cooch Behar,WEST BENGAL,index.php?action=show_candidates&constituency_id=502,2004
518,Darjeeling,WEST BENGAL,index.php?action=show_candidates&constituency_id=505,2004
519,Diamond Harbour,WEST BENGAL,index.php?action=show_candidates&constituency_id=518,2004
520,Dum Dum,WEST BENGAL,index.php?action=show_candidates&constituency_id=521,2004
521,Durgapur,WEST BENGAL,index.php?action=show_candidates&constituency_id=538,2004
522,Hooghly,WEST BENGAL,index.php?action=show_candidates&constituency_id=528,2004
523,Howrah,WEST BENGAL,index.php?action=show_candidates&constituency_id=525,2004
524,Jadavpur,WEST BENGAL,index.php?action=show_candidates&constituency_id=519,2004
525,Jalpaiguri,WEST BENGAL,index.php?action=show_candidates&constituency_id=504,2004
526,Jangipur,WEST BENGAL,index.php?action=show_candidates&constituency_id=509,2004
527,Jhargram,WEST BENGAL,index.php?action=show_candidates&constituency_id=534,2004
528,Joynagar,WEST BENGAL,index.php?action=show_candidates&constituency_id=516,2004
529,Katwa,WEST BENGAL,index.php?action=show_candidates&constituency_id=541,2004
530,Krishnagar,WEST BENGAL,index.php?action=show_candidates&constituency_id=512,2004
531,Malda,WEST BENGAL,index.php?action=show_candidates&constituency_id=508,2004
532,Mathurapur,WEST BENGAL,index.php?action=show_candidates&constituency_id=517,2004
533,Midnapore,WEST BENGAL,index.php?action=show_candidates&constituency_id=533,2004
534,Murshidabad,WEST BENGAL,index.php?action=show_candidates&constituency_id=510,2004
535,Nabadwip,WEST BENGAL,index.php?action=show_candidates&constituency_id=513,2004
536,Panskura,WEST BENGAL,index.php?action=show_candidates&constituency_id=530,2004
537,Purulia,WEST BENGAL,index.php?action=show_candidates&constituency_id=535,2004
538,Raiganj,WEST BENGAL,index.php?action=show_candidates&constituency_id=506,2004
539,Serampore,WEST BENGAL,index.php?action=show_candidates&constituency_id=527,2004
540,Tamluk,WEST BENGAL,index.php?action=show_candidates&constituency_id=531,2004
541,Uluberia,WEST BENGAL,index.php?action=show_candidates&constituency_id=526,2004
542,Vishnupur,WEST BENGAL,index.php?action=show_candidates&constituency_id=537,2004
