,age,CrimCases,Educ,Gender,ipclist,immov_total,mov_total,Name,nr_cases,pan,party,serious_cases,total_assets,total_liab,cons_id,consistuency,district,election,cand_id,cand_link,win,assets_old1,increase,name2,new_id,old_id,pct_change,elec_link,elec_link_old,assets_old2,liab_old2,year_prev_elect,win_prev_elect,tot_wins,incumbent,Cogniz,Convict,Framed,bonds,cash,accounts,jewels,insurance,vehicles,postal,other_mov,agri,commercial,nonagri,others,resid,Educ_clean,state
16842,65.0,False,Post Graduate,M,[],14315500,4667953,Kailash Chawla,0.0,Y,BJP,0.0,18983453,564297,139,Manasa,Neemuch,mp2013,660,http://myneta.info/mp2013/candidate.php?candidate_id=660,True,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=660,http://myneta.info/2008mp/candidate.php?candidate_id=560,4546558.0,1668288.0,2008.0,0.0,0.0,False,,,,,75000.0,2068662.21,,74290.0,1250000.0,,1200000.0,,,8353000.0,1562500.0,4400000.0,Post_Grad,MP
16875,46.0,False,Graduate Professional,M,[],12078000,7653844,Brijendra Pratap Singh,0.0,Y,BJP,0.0,19731844,1526572,142,Pawai,Panna,mp2013,33,http://myneta.info/mp2013/candidate.php?candidate_id=33,False,6427210.0,13304634.0,Brijendra Pratap Singh,33.0,283.0,207.0,http://myneta.info/mp2013/candidate.php?candidate_id=33,http://myneta.info/2008mp/candidate.php?candidate_id=283,6427210.0,4334277.0,2008.0,1.0,1.0,True,,,,,43000.0,5220455.0,777839.0,863550.0,,,640000.0,4450000.0,2750000.0,1000000.0,,3878618.0,Grad,MP
16896,49.0,False,Graduate,M,[],68816000,311408232,Surendra Patawa,0.0,Y,BJP,0.0,380224232,344961716,146,Bhojpur,Raisen,mp2013,333,http://myneta.info/mp2013/candidate.php?candidate_id=333,True,66925537.0,313298695.0,Surendra Patawa,333.0,291.0,468.0,http://myneta.info/mp2013/candidate.php?candidate_id=333,http://myneta.info/2008mp/candidate.php?candidate_id=291,66925537.0,31777364.0,2008.0,1.0,1.0,True,,,,98265867.0,682136.0,4946051.0,50000.0,,198945121.0,4211380.0,2868051.0,0.0,4316000.0,,,49780000.0,Grad,MP
16901,63.0,False,Graduate Professional,M,[],23000000,13936262,Dr. Gourishankar Shejwar,0.0,Y,BJP,0.0,36936262,0,147,Sanchi,Raisen,mp2013,336,http://myneta.info/mp2013/candidate.php?candidate_id=336,True,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=336,http://myneta.info/2008mp/candidate.php?candidate_id=294,25674413.0,563454.0,2008.0,0.0,0.0,False,,,,,200000.0,72492566.6,437000.0,100000.0,3400000.0,20000.0,3750000.0,7600000.0,2700000.0,1200000.0,,11500000.0,Grad,MP
16913,43.0,False,12th Pass,M,[],23174000,4397443,Devendra Singh,0.0,Y,INC,0.0,27571443,1464311,148,Silwani,Raisen,mp2013,338,http://myneta.info/mp2013/candidate.php?candidate_id=338,False,14511958.0,13059485.0,Devendra Singh,338.0,295.0,90.0,http://myneta.info/mp2013/candidate.php?candidate_id=338,http://myneta.info/2008mp/candidate.php?candidate_id=295,14511958.0,4965000.0,2008.0,1.0,1.0,True,,,,30000.0,60000.0,10243.0,1110000.0,,,,1610000.0,0.0,,9000000.0,,,HS,MP
16924,57.0,False,Graduate Professional,M,[],39872045,6467196,Rampal Singh,0.0,Y,BJP,0.0,46339241,2329943,148,Silwani,Raisen,mp2013,337,http://myneta.info/mp2013/candidate.php?candidate_id=337,True,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=337,http://myneta.info/2008mp/candidate.php?candidate_id=296,19080397.0,2040519.0,2008.0,0.0,0.0,False,,,,,434600.0,2533648.0,,150322.0,,,2928000.0,15864325.0,,12075360.0,,11932360.0,Grad,MP
16947,35.0,False,12th Pass,M,[],59949550,23775644,Priyavrat Singh,0.0,Y,INC,0.0,83725194,1649057,152,Khilchipur,Rajgarh,mp2013,90,http://myneta.info/mp2013/candidate.php?candidate_id=90,False,22216787.0,61508407.0,Priyavrat Singh,90.0,303.0,277.0,http://myneta.info/mp2013/candidate.php?candidate_id=90,http://myneta.info/2008mp/candidate.php?candidate_id=303,22216787.0,1339139.0,2008.0,1.0,1.0,True,,,,414000.0,70000.0,550474.0,860000.0,7855738.0,,25000.0,13700432.0,28427550.0,,,,31522000.0,HS,MP
16951,48.0,True,Graduate,M,"[u' criminal breach of trust(406)', u'Criminal breach of trust by public servant, or by banker, merchant or agent(409)', u'Cheating and dishonestly inducing delivery of property(420)', u'Forgery of valuable security, will, etc.(467)', u'Forgery for purpose of cheating(468)', u' criminal intimidation(506)', u'Acts done by several persons in furtherance of common intention(34)', u'Punishment of criminal conspiracy(120B)', u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Obstructing public servant in discharge of public functions(186)', u'Obscene acts and songs(294)', u' voluntarily causing hurt(323)', u'Assault or criminal force to deter public servant from discharge of his duty(353)', u'Mischief causing damage to the amount of fifty rupees(427)', u'Forgery for purpose of harming reputation(469)']",17173000,9081749,Gireesh Kumar,5.0,Y,INC,8.0,26254749,3280000,149,Narsinghgarh,Rajgarh,mp2013,166,http://myneta.info/mp2013/candidate.php?candidate_id=166,True,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=166,http://myneta.info/2008mp/candidate.php?candidate_id=298,7735995.0,1230614.0,2008.0,0.0,0.0,False,3.0,,2.0,190000.0,1733075.0,426974.0,700000.0,1600000.0,2111900.0,,2220000.0,13428000.0,400000.0,3315000.0,,,Grad,MP
17001,59.0,False,Post Graduate,M,[],600000,4024553,Paras Dada (Saklecha),0.0,Y,IND,0.0,4624553,184332,155,Ratlam City,Ratlam,mp2013,967,http://myneta.info/mp2013/candidate.php?candidate_id=967,False,945000.0,3679553.0,Paras Dada,967.0,309.0,389.0,http://myneta.info/mp2013/candidate.php?candidate_id=967,http://myneta.info/2008mp/candidate.php?candidate_id=309,945000.0,0.0,2008.0,1.0,1.0,False,,,,130000.0,90000.0,797053.0,750000.0,703500.0,,,720000.0,,,600000.0,,,Post_Grad,MP
17027,43.0,True,10th Pass,M,"[u'Resistance or obstruction to lawful apprehension of another person(225)', u'Voluntarily causing hurt to deter public servant from his duty(332)', u'Extortion(383)', u'House-trespass after preparation for hurt, assault or wrongful restraint(452)', u' criminal intimidation(506)', u'Acts done by several persons in furtherance of common intention(34)', u'Obstructing public servant in discharge of public functions(186)', u'Resistance or obstruction by a person to his lawful apprehension(224)', u'Obscene acts and songs(294)', u' voluntarily causing hurt(323)', u'Assault or criminal force to deter public servant from discharge of his duty(353)']",18200000,6156500,Jaiveer Singh,4.0,Y,IND,6.0,24356500,0,163,Deotalab,Rewa,mp2013,2051,http://myneta.info/mp2013/candidate.php?candidate_id=2051,False,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=2051,http://myneta.info/2008mp/candidate.php?candidate_id=1688,7295000.0,0.0,2008.0,0.0,0.0,False,4.0,,,,335500.0,246000.0,3100000.0,,,,2400000.0,5000000.0,3000000.0,,,10200000.0,Primary,MP
17055,55.0,False,Graduate Professional,M,[],36450000,10182269,Sundarlal Tiwari,0.0,Y,INC,0.0,46632269,325476,166,Gurh,Rewa,mp2013,766,http://myneta.info/mp2013/candidate.php?candidate_id=766,True,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=766,http://myneta.info/loksabha2004/candidate.php?candidate_id=2206,4609056.0,268374.0,2004.0,0.0,0.0,False,,,,,79000.0,5217411.09,2762859.0,293979.0,,,1355000.0,18500000.0,6750000.0,7000000.0,,4200000.0,Grad,MP
17073,55.0,True,12th Pass,M,"[u'Voluntarily causing hurt to deter public servant from his duty(332)', u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Assaulting or obstructing public servant when suppressing riot, etc.(152)', u'Disobedience to order duly promulgated by public servant(188)', u'Negligent conduct with respect to fire or combustible matter(285)', u'Obscene acts and songs(294)', u'Act endangering life or personal safety of others(336)', u' wrongful restraint(341)', u'Assault or criminal force to deter public servant from discharge of his duty(353)']",12600000,2034491,Laxman Prasad Tiwari,4.0,Y,BJP,1.0,14634491,2353578,162,Mauganj,Rewa,mp2013,838,http://myneta.info/mp2013/candidate.php?candidate_id=838,False,2807618.0,11826873.0,Laxman Prasad Tiwari,838.0,323.0,421.0,http://myneta.info/mp2013/candidate.php?candidate_id=838,http://myneta.info/2008mp/candidate.php?candidate_id=323,2807618.0,402547.0,2008.0,1.0,1.0,True,,,4.0,,25000.0,151787.0,1137204.0,350000.0,,6000.0,264500.0,1600000.0,,7000000.0,,4000000.0,HS,MP
17085,58.0,False,Graduate Professional,M,[],7915000,2294662,Abdul Mujib Khan,0.0,Y,INC,0.0,10209662,1300000,165,Rewa,Rewa,mp2013,765,http://myneta.info/mp2013/candidate.php?candidate_id=765,False,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=765,http://myneta.info/2008mp/candidate.php?candidate_id=330,3326355.0,20000.0,2008.0,0.0,0.0,False,,,,,25000.0,730756.8,990768.0,375000.0,,,175000.0,1000000.0,2115000.0,300000.0,2000000.0,2500000.0,Grad,MP
17189,41.0,True,Graduate,M,"[u'Wearing grab or carrying token used by public servant with fraudulent intent(171)', u'Rash driving or riding on a public way(279)', u'Causing hurt by act endangering life or personal safety of others(337)']",1500000,1366364,Ramkishan Ahirwar,3.0,Y,Bahujan Sangharshh Dal,0.0,2866364,0,167,Bina,Sagar,mp2013,634,http://myneta.info/mp2013/candidate.php?candidate_id=634,False,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=634,http://myneta.info/2008mp/candidate.php?candidate_id=1538,2382000.0,15000.0,2008.0,0.0,0.0,False,,,3.0,,325000.0,6364.0,835000.0,,,,0.0,,,,,0.0,Grad,MP
17207,53.0,False,Graduate Professional,M,[],53382771,20603542,Bhupendra Singh,0.0,Y,BJP,0.0,73986313,22947827,168,Khurai,Sagar,mp2013,420,http://myneta.info/mp2013/candidate.php?candidate_id=420,True,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=420,http://myneta.info/2008mp/candidate.php?candidate_id=336,22199000.0,2917609.0,2008.0,0.0,0.0,False,,,,,100000.0,1237421.0,8142087.0,,10000000.0,,930000.0,1925000.0,35126000.0,39733000.0,,827800.0,Grad,MP
17219,46.0,False,Others,M,[],2250000,4926882,Pradeep Lariya,0.0,Y,BJP,0.0,7176882,1065122,172,Naryawali,Sagar,mp2013,695,http://myneta.info/mp2013/candidate.php?candidate_id=695,True,638732.0,6538150.0,Pradeep Lariya,695.0,343.0,1024.0,http://myneta.info/mp2013/candidate.php?candidate_id=695,http://myneta.info/2008mp/candidate.php?candidate_id=343,638732.0,2630.0,2008.0,1.0,1.0,True,,,,130746.0,147100.0,260736.0,1580000.0,1705000.0,,618300.0,485000.0,,,,0.0,2250000.0,Unknown,MP
17224,52.0,False,Graduate,M,[],205528311,10086300,Braj Bihari Pateriya,0.0,Y,INC,0.0,215614611,2106000,171,Rehli,Sagar,mp2013,710,http://myneta.info/mp2013/candidate.php?candidate_id=710,False,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=710,http://myneta.info/2008mp/candidate.php?candidate_id=340,20351000.0,475000.0,2008.0,0.0,0.0,False,,,,,1000000.0,3036300.0,2500000.0,1500000.0,,,1750000.0,100000000.0,,2000000.0,,101528311.0,Grad,MP
17226,57.0,False,Post Graduate,M,[],4712000,5417044,Gopal Bhargava,0.0,Y,BJP,0.0,10129044,10129044,171,Rehli,Sagar,mp2013,636,http://myneta.info/mp2013/candidate.php?candidate_id=636,True,9649000.0,480044.0,Gopal Bhargava,636.0,341.0,5.0,http://myneta.info/mp2013/candidate.php?candidate_id=636,http://myneta.info/2008mp/candidate.php?candidate_id=341,9649000.0,1320000.0,2008.0,1.0,1.0,True,,,,,57518.0,4276526.0,,,,,1083000.0,0.0,0.0,60000.0,,4652000.0,Post_Grad,MP
17239,50.0,False,Graduate,M,[],79331250,14203830,Shailendra Jain,0.0,Y,BJP,0.0,93535080,16258349,173,Sagar,Sagar,mp2013,829,http://myneta.info/mp2013/candidate.php?candidate_id=829,True,35834803.0,57700277.0,Shailendra Jain,829.0,345.0,161.0,http://myneta.info/mp2013/candidate.php?candidate_id=829,http://myneta.info/2008mp/candidate.php?candidate_id=345,35834803.0,3651553.0,2008.0,1.0,1.0,True,,,,551072.0,1200000.0,1175138.59,1746765.0,6550000.0,4151827.53,,1579600.0,39686250.0,1915000.0,1730000.0,,36000000.0,Grad,MP
17247,48.0,True,Post Graduate,M,[u' bribery(171E)'],11462500,15383080,Govind Singh,1.0,Y,INC,1.0,26845580,2993151,169,Surkhi,Sagar,mp2013,421,http://myneta.info/mp2013/candidate.php?candidate_id=421,False,14641354.0,12204226.0,Govind Singh,421.0,337.0,83.0,http://myneta.info/mp2013/candidate.php?candidate_id=421,http://myneta.info/2008mp/candidate.php?candidate_id=337,14641354.0,3008917.0,2008.0,1.0,1.0,False,1.0,,,,52000.0,4437453.0,1880000.0,6751627.0,,,1970000.0,1162500.0,400000.0,,,9900000.0,Post_Grad,MP
17261,34.0,True,Post Graduate,M,"[u' rioting(147)', u'Disobedience to order duly promulgated by public servant(188)', u' wrongful restraint(341)']",47506100,3032766,Dharmendra Singh Tiwari,1.0,Y,GGP,0.0,50538866,14340094,180,Amarpatan,Satna,mp2013,1976,http://myneta.info/mp2013/candidate.php?candidate_id=1976,False,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=1976,http://myneta.info/2008mp/candidate.php?candidate_id=525,13110502.0,328181.0,2008.0,0.0,0.0,False,1.0,,,6880.0,20000.0,739485.0,,987420.0,,,900000.0,29545900.0,1000000.0,4960200.0,,12000000.0,Post_Grad,MP
17266,63.0,True,Doctorate,M,"[u' criminal breach of trust(406)', u'Criminal breach of trust by public servant, or by banker, merchant or agent(409)', u'Cheating and dishonestly inducing delivery of property(420)', u'Forgery of valuable security, will, etc.(467)', u'Forgery for purpose of cheating(468)', u'Acts done by several persons in furtherance of common intention(34)', u'Punishment of criminal conspiracy(120B)']",10075000,37399162,Rajendra Kumar Singh Dadabhai,2.0,Y,INC,5.0,47474162,11401077,180,Amarpatan,Satna,mp2013,755,http://myneta.info/mp2013/candidate.php?candidate_id=755,True,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=755,http://myneta.info/2008mp/candidate.php?candidate_id=360,42719222.0,194000.0,2008.0,0.0,0.0,False,1.0,,1.0,4116147.0,600000.0,15142858.0,0.0,3989252.0,,,12697000.0,0.0,,5575000.0,,4500000.0,Post_Grad,MP
17276,62.0,False,5th Pass,M,[],10000000,1635716,Prem Singh,0.0,Y,INC,0.0,11635716,0,175,Chitrakoot,Satna,mp2013,743,http://myneta.info/mp2013/candidate.php?candidate_id=743,True,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=743,http://myneta.info/2008mp/candidate.php?candidate_id=350,6048703.0,80000.0,2008.0,0.0,0.0,False,,,,,125000.0,38258.0,417458.0,,,,555000.0,7500000.0,,,,2500000.0,Primary,MP
17283,59.0,False,Post Graduate,F,[],45904442,5603389,Surendra Gaharwar,0.0,Y,BJP,0.0,51507831,200000,175,Chitrakoot,Satna,mp2013,233,http://myneta.info/mp2013/candidate.php?candidate_id=233,False,15296513.0,36211318.0,Surendra Gaharwar,233.0,349.0,237.0,http://myneta.info/mp2013/candidate.php?candidate_id=233,http://myneta.info/2008mp/candidate.php?candidate_id=349,15296513.0,0.0,2008.0,1.0,1.0,True,,,,,550000.0,2886388.66,1282000.0,,,,540000.0,0.0,350000.0,23146442.0,,6500000.0,Post_Grad,MP
17292,51.0,False,Graduate,M,[],1000000,555922,Narayan Prasad,0.0,Y,INC,0.0,1555922,0,179,Maihar,Satna,mp2013,488,http://myneta.info/mp2013/candidate.php?candidate_id=488,True,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=488,http://myneta.info/2008mp/candidate.php?candidate_id=524,7441049.0,0.0,2008.0,0.0,0.0,False,,,,,220000.0,30922.0,,,,,305000.0,,,,,1000000.0,Grad,MP
17324,50.0,True,12th Pass,M,"[u'Murder(302)', u'Attempt to murder(307)', u'Unlawful assembly(141)', u' rioting(147)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Obstructing public servant in discharge of public functions(186)']",18300000,21305670,Sukhlal Prasad,2.0,Y,BSP,2.0,39605670,17500000,178,Nagod,Satna,mp2013,41,http://myneta.info/mp2013/candidate.php?candidate_id=41,False,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=41,http://myneta.info/2008mp/candidate.php?candidate_id=523,4455000.0,0.0,2008.0,0.0,0.0,False,1.0,,1.0,,250000.0,95769.0,11650000.0,3675000.0,,,720000.0,5300000.0,,8000000.0,,5000000.0,HS,MP
17373,61.0,False,12th Pass,M,[],99933100,23236177,Raja Ram Tipathi,0.0,Y,INC,0.0,123169277,10240179,177,Satna,Satna,mp2013,236,http://myneta.info/mp2013/candidate.php?candidate_id=236,False,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=236,http://myneta.info/ls2009/candidate.php?candidate_id=3252,60923884.0,21203265.0,2009.0,0.0,0.0,False,,,,3375563.0,579000.0,357405.0,9651515.0,,7006909.0,193847.0,1904260.0,69015000.0,30918100.0,,,,HS,MP
17382,46.0,True,Graduate Professional,M,[u'Disobedience to order duly promulgated by public servant(188)'],90090000,10147949,Gopal Singh,2.0,Y,INC,0.0,100237949,101000,183,Ashta,Sehore,mp2013,362,http://myneta.info/mp2013/candidate.php?candidate_id=362,False,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=362,http://myneta.info/2008mp/candidate.php?candidate_id=366,18654589.0,2650000.0,2008.0,0.0,0.0,False,2.0,,,61231.0,125000.0,286344.0,535000.0,2851754.0,,,1630880.0,81290000.0,2000000.0,800000.0,,6000000.0,Grad,MP
17394,56.0,False,Post Graduate,M,[],55700000,7054114,Shivraj Singh Chouhan,0.0,Y,BJP,0.0,62754114,7415000,182,Budhni,Sehore,mp2013,168,http://myneta.info/mp2013/candidate.php?candidate_id=168,True,12331600.0,50422514.0,Shivraj Singh Chouhan,168.0,363.0,409.0,http://myneta.info/mp2013/candidate.php?candidate_id=168,http://myneta.info/loksabha2004/candidate.php?candidate_id=2281,5814600.0,287640.0,2004.0,1.0,3.0,False,,,,,35000.0,2096000.0,153000.0,53514.0,2800000.0,80000.0,1560000.0,36300000.0,,3400000.0,,16000000.0,Post_Grad,MP
17401,57.0,False,Graduate,M,[],29846829,2797694,Karan Singh Verma,0.0,Y,BJP,0.0,32644523,3518391,184,Ichhawar,Sehore,mp2013,86,http://myneta.info/mp2013/candidate.php?candidate_id=86,False,11892552.0,20751971.0,Karan Singh Verma,86.0,367.0,174.0,http://myneta.info/mp2013/candidate.php?candidate_id=86,http://myneta.info/2008mp/candidate.php?candidate_id=367,11892552.0,1458791.0,2008.0,1.0,1.0,True,,,,,304000.0,448916.0,994778.0,50000.0,,,1000000.0,21355000.0,,,,8491829.0,Grad,MP
17432,62.0,False,Graduate Professional,M,[],44648854,6431376,Dr. Dhal Singh Bisen,0.0,Y,BJP,0.0,51080230,1376128,188,Keolari,Seoni,mp2013,862,http://myneta.info/mp2013/candidate.php?candidate_id=862,False,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=862,http://myneta.info/2008mp/candidate.php?candidate_id=376,14017102.0,1802167.0,2008.0,0.0,0.0,False,,,,,330000.0,1917740.0,820000.0,2830636.0,,,466000.0,28572000.0,1330854.0,1846000.0,,12900000.0,Grad,MP
17455,46.0,True,Post Graduate,M,"[u' criminal intimidation(506)', u'Obscene acts and songs(294)']",54762500,37522185,Dinesh Rai Munmun,3.0,Y,IND,1.0,92284685,17141191,187,Seoni,Seoni,mp2013,1488,http://myneta.info/mp2013/candidate.php?candidate_id=1488,True,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=1488,http://myneta.info/2008mp/candidate.php?candidate_id=374,11034703.0,4558166.0,2008.0,0.0,0.0,False,2.0,,1.0,,850000.0,6138893.0,15484383.0,5827600.0,200000.0,110308.0,7170000.0,18733000.0,16978500.0,,,19050000.0,Post_Grad,MP
17471,42.0,False,Graduate Professional,M,[],0,683600,Lal Bahadur Singh Neti,0.0,Y,IND,0.0,683600,0,190,Beohari,Shahadol,mp2013,2497,http://myneta.info/mp2013/candidate.php?candidate_id=2497,False,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=2497,http://myneta.info/2008mp/candidate.php?candidate_id=509,20250.0,0.0,2008.0,0.0,0.0,False,,,,,100000.0,13600.0,,300000.0,,,270000.0,0.0,,,,,Grad,MP
17525,55.0,False,Graduate Professional,M,[],104222445,9031167,Mahendra Joshi,0.0,Y,INC,0.0,113253612,0,196,Shujalpur,Shajapur,mp2013,908,http://myneta.info/mp2013/candidate.php?candidate_id=908,False,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=908,http://myneta.info/2008mp/candidate.php?candidate_id=392,30907534.0,3810000.0,2008.0,0.0,0.0,False,,,,1420367.0,31000.0,5180799.0,512000.0,26160.0,179108.0,575134.0,2400000.0,0.0,56962845.0,41300000.0,,5959600.0,Grad,MP
17540,61.0,False,Post Graduate,M,[],24100000,5252650,Durgalal Vijay,0.0,Y,BJP,0.0,29352650,1248892,198,Sheopur,Sheopur,mp2013,684,http://myneta.info/mp2013/candidate.php?candidate_id=684,True,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=684,http://myneta.info/2008mp/candidate.php?candidate_id=396,10762945.0,1232971.0,2008.0,0.0,0.0,False,,,,,800000.0,112650.0,975000.0,,1465000.0,,700000.0,10600000.0,9500000.0,,,4000000.0,Post_Grad,MP
17553,54.0,True,Post Graduate,M,[u'Disobedience to order duly promulgated by public servant(188)'],28300000,5525980,Ramniwas,1.0,Y,INC,0.0,33825980,1600000,199,Vijaypur,Sheopur,mp2013,576,http://myneta.info/mp2013/candidate.php?candidate_id=576,True,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=576,http://myneta.info/ls2009/candidate.php?candidate_id=5072,7060140.0,2265416.0,2009.0,0.0,0.0,False,1.0,,,,300000.0,1390902.0,1796000.0,,,,1850000.0,8000000.0,,300000.0,,20000000.0,Post_Grad,MP
17574,60.0,False,Graduate,M,[],45688560,50102665,Devendra Jain,0.0,Y,BJP,0.0,95791225,0,204,Kolaras,Shivpuri,mp2013,197,http://myneta.info/mp2013/candidate.php?candidate_id=197,False,35751228.0,60039997.0,Devendra Jain,197.0,407.0,168.0,http://myneta.info/mp2013/candidate.php?candidate_id=197,http://myneta.info/2008mp/candidate.php?candidate_id=407,35751228.0,0.0,2008.0,1.0,1.0,True,,,,1839461.0,917917.0,87311.0,1305309.0,1000000.0,,,3500000.0,35488560.0,3500000.0,,1350000.0,5000000.0,Grad,MP
17587,59.0,True,Post Graduate,M,"[u'Causing disappearance of evidence of offence, or giving false information to screen offender(201)', u' dacoity(395)', u'Robbery, or dacoity, with attempt to cause death or grievous hurt(397)', u'Mischief by killing or maiming cattle, etc., of any value or any animal of the value of fifty rupees(429)', u'House-trespass after preparation for hurt, assault or wrongful restraint(452)', u'Punishment of criminal conspiracy(120B)', u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)']",559003025,48263981,K.P. Singh Kakkajoo,1.0,Y,INC,5.0,607267006,0,203,Pichhore,Shivpuri,mp2013,680,http://myneta.info/mp2013/candidate.php?candidate_id=680,True,114880447.0,492386559.0,K.P. Singh Kakkajoo,680.0,405.0,429.0,http://myneta.info/mp2013/candidate.php?candidate_id=680,http://myneta.info/2008mp/candidate.php?candidate_id=405,114880447.0,0.0,2008.0,1.0,1.0,True,,,1.0,45000.0,1600000.0,3838792.0,1911000.0,640000.0,,1520000.0,3395000.0,386665940.0,32377565.0,131682020.0,,4336000.0,Post_Grad,MP
17612,44.0,False,Graduate,M,[],5100000,1466402,Sunil,0.0,Y,IND,0.0,6566402,0,201,Pohari,Shivpuri,mp2013,1648,http://myneta.info/mp2013/candidate.php?candidate_id=1648,False,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=1648,http://myneta.info/2008mp/candidate.php?candidate_id=2615,4049000.0,0.0,2008.0,0.0,0.0,False,,,,,55000.0,486402.0,425000.0,,,,500000.0,5100000.0,,,,,Grad,MP
17624,48.0,True,12th Pass,M,"[u'Voluntarily causing hurt to deter public servant from his duty(332)', u'Being member of an unlawful assembly(143)', u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Assaulting or obstructing public servant when suppressing riot, etc.(152)', u'Disobedience to order duly promulgated by public servant(188)', u'Act endangering life or personal safety of others(336)', u' wrongful restraint(341)', u'Assault or criminal force to deter public servant from discharge of his duty(353)', u'Criminal intimidation by an anonymous communication(507)']",52700000,71793817,Virendra Raghuvansi,6.0,Y,INC,2.0,124493817,30285000,202,Shivpuri,Shivpuri,mp2013,679,http://myneta.info/mp2013/candidate.php?candidate_id=679,False,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=679,http://myneta.info/2008mp/candidate.php?candidate_id=404,16390711.0,9753244.0,2008.0,0.0,0.0,False,1.0,,5.0,4790000.0,887000.0,1527742.0,3134000.0,83075.0,60537000.0,,740000.0,7900000.0,21000000.0,13800000.0,,10000000.0,HS,MP
17640,40.0,False,Graduate Professional,M,[],8888000,7594957,Shardendu Tiwari,0.0,Y,BJP,0.0,16482957,0,205,Churhat,Sidhi,mp2013,841,http://myneta.info/mp2013/candidate.php?candidate_id=841,False,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=841,http://myneta.info/2008mp/candidate.php?candidate_id=493,8182500.0,848969.0,2008.0,0.0,0.0,False,,,,18500.0,452000.0,402407.0,3034000.0,4430000.0,,560000.0,2660000.0,1000000.0,1408000.0,980000.0,5000000.0,3500000.0,Grad,MP
17656,44.0,True,Graduate Professional,M,"[u' criminal intimidation(506)', u'Obscene acts and songs(294)', u' voluntarily causing hurt(323)']",0,454700,Dr. Dinesh Kumar Awadhia,1.0,Y,Bhartiya Shakti Chetna Party,1.0,454700,1900000,206,Sidhi,Sidhi,mp2013,1381,http://myneta.info/mp2013/candidate.php?candidate_id=1381,False,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=1381,http://myneta.info/2008mp/candidate.php?candidate_id=2970,3318500.0,480000.0,2008.0,0.0,0.0,False,1.0,,,8000.0,50000.0,29700.0,50000.0,,,49000.0,168000.0,,,,,,Grad,MP
17711,61.0,False,Graduate,M,[],55645500,6183436,Ram Lallu Vaishy,0.0,Y,BJP,0.0,61828936,0,210,Singarouli,Singrauli,mp2013,269,http://myneta.info/mp2013/candidate.php?candidate_id=269,True,28269894.0,33559042.0,Ram Lallu Vaishy,269.0,419.0,119.0,http://myneta.info/mp2013/candidate.php?candidate_id=269,http://myneta.info/2008mp/candidate.php?candidate_id=419,28269894.0,86700.0,2008.0,1.0,1.0,True,,,,,38500.0,3675936.0,1170000.0,900000.0,,50000.0,349000.0,38245500.0,400000.0,,,17000000.0,Grad,MP
17748,44.0,False,Graduate Professional,F,[],98550000,45194213,Meera Yadav,0.0,Y,SP,0.0,143744213,43952628,215,Niwari,Tikamgarh,mp2013,1146,http://myneta.info/mp2013/candidate.php?candidate_id=1146,False,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=1146,http://myneta.info/2008mp/candidate.php?candidate_id=429,23703394.0,2588421.0,2008.0,1.0,1.0,True,,,,3340900.0,1300000.0,1564971.0,4448801.0,2135969.0,29132374.0,674000.0,2194000.0,67100000.0,,3450000.0,,28000000.0,Grad,MP
