,age,CrimCases,Educ,Gender,ipclist,immov_total,mov_total,Name,nr_cases,pan,party,serious_cases,total_assets,total_liab,cons_id,consistuency,district,election,cand_id,cand_link,win,assets_old1,increase,name2,new_id,old_id,pct_change,elec_link,elec_link_old,assets_old2,liab_old2,year_prev_elect,win_prev_elect,tot_wins,incumbent,Cogniz,Convict,Framed,bonds,cash,accounts,jewels,insurance,vehicles,postal,other_mov,agri,commercial,nonagri,others,resid,Educ_clean,state
829,52.0,True,Graduate,M,"[u'Undue influence at elections(171C)', u' undue influence or personation at an election(171F)', u'Statements conducing to public mischief(505)', u'Being member of an unlawful assembly(143)', u'Disobedience to order duly promulgated by public servant(188)', u'Danger or obstruction in public way or line of navigation(283)', u' cheating by personation(419)']",230214920,392395240,G. V.Aanzaneyulu,2.0,Y,TDP,3.0,622610160,18005158,228,Vinukonda,Guntur,andhra2014,2836,http://myneta.info/andhra2014/candidate.php?candidate_id=2836,True,,,,,,,http://myneta.info/andhra2014/candidate.php?candidate_id=2836,http://myneta.info/ap09/candidate.php?candidate_id=3035,155672700.0,1102657.0,2009.0,1.0,1.0,True,2.0,,,199412045.0,101000.0,167660132.36,30000.0,6891424.0,15605118.0,,2653500.0,80440720.0,59071200.0,26661000.0,,64042000.0,Grad,Andhra
852,56.0,True,Post Graduate,M,[u'Disobedience to order duly promulgated by public servant(188)'],7192000,13777788,Adinarayana Reddy Chadipiralla,1.0,Y,Yuvajana Sramika Rythu Congress Party,0.0,20969788,3400000,260,Jammalamadugu,Kadapa,andhra2014,2393,http://myneta.info/andhra2014/candidate.php?candidate_id=2393,True,9137940.0,11831848.0,Adinarayana Reddy Chadipiralla,2393.0,2360.0,129.0,http://myneta.info/andhra2014/candidate.php?candidate_id=2393,http://myneta.info/ap09/candidate.php?candidate_id=2360,9137940.0,0.0,2009.0,1.0,1.0,True,1.0,,,2236000.0,1644977.0,648894.0,1574587.0,1926450.0,4230000.0,,1416780.0,6572000.0,,,,620000.0,Post_Grad,Andhra
859,53.0,True,Graduate Professional,M,"[u'Murder(302)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)']",30501000,18620656,Rama Subba Reddy Ponnapureddy,4.0,Y,TDP,1.0,49121656,2051816,260,Jammalamadugu,Kadapa,andhra2014,2391,http://myneta.info/andhra2014/candidate.php?candidate_id=2391,False,,,,,,,http://myneta.info/andhra2014/candidate.php?candidate_id=2391,http://myneta.info/ap09/candidate.php?candidate_id=2362,3562411.0,0.0,2009.0,0.0,0.0,False,3.0,1.0,,228750.0,400000.0,492366.0,2669540.0,8465000.0,3655000.0,,2710000.0,23751000.0,,5250000.0,,1500000.0,Grad,Andhra
865,74.0,False,Graduate,M,[],116210000,21676984,Allapu Reddy Harinatha Reddy,0.0,Y,BJP,0.0,137886984,7961190,255,Kadapa,Kadapa,andhra2014,2402,http://myneta.info/andhra2014/candidate.php?candidate_id=2402,False,,,,,,,http://myneta.info/andhra2014/candidate.php?candidate_id=2402,http://myneta.info/ls2009/candidate.php?candidate_id=4470,120228299.0,3490666.0,2009.0,0.0,0.0,False,,,,,2500000.0,9836984.0,5250000.0,,1690000.0,,2400000.0,8725000.0,,31685000.0,,75800000.0,Grad,Andhra
934,42.0,True,Graduate,M,"[u'Criminal breach of trust by public servant, or by banker, merchant or agent(409)', u'Cheating and dishonestly inducing delivery of property(420)', u'Mischief committed after preparation made for causing death or hurt(440)', u'Forgery for purpose of cheating(468)', u'Falsification of accounts(477A)', u' criminal intimidation(506)', u'Abetment of a thing(107)', u'Abettor present when offence is committed(114)', u'Concealing design to commit offence punishable with imprisonment(120)', u'Punishment of criminal conspiracy(120B)', u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Obstructing public servant in discharge of public functions(186)', u'Disobedience to order duly promulgated by public servant(188)', u'Danger or obstruction in public way or line of navigation(283)', u'Negligent conduct with respect to explosive substance(286)', u' public nuisance in cases not otherwise provided for(290)', u' wrongful restraint(341)', u' wrongful Confinement(342)', u'Assault or criminal force to deter public servant from discharge of his duty(353)', u'Mischief causing damage to the amount of fifty rupees(427)', u'Using as genuine a forged document or electronic record(471)', u'Defamation(499)', u' defamation(500)']",448855708,3717975873,Jagan Mohan Reddy. Yaduguri Sandinti,15.0,Y,Yuvajana Sramika Rythu Congress Party,18.0,4166831581,27286527,258,Pulivendla,Kadapa,andhra2014,2497,http://myneta.info/andhra2014/candidate.php?candidate_id=2497,True,,,,,,,http://myneta.info/andhra2014/candidate.php?candidate_id=2497,http://myneta.info/ls2009/candidate.php?candidate_id=2822,728151658.0,66396966.0,2009.0,1.0,2.0,True,15.0,,,3538358589.0,84969.0,42715402.0,,15113155.0,,,59731188.0,4827410.0,220874442.0,172623420.0,,50530436.0,Grad,Andhra
967,41.0,True,Graduate Professional,M,"[u'Being member of an unlawful assembly(143)', u'Disobedience to order duly promulgated by public servant(188)', u' wrongful restraint(341)']",16300000,8282214,Gadikota Sreekanth Reddy,1.0,Y,Yuvajana Sramika Rythu Congress Party,0.0,24582214,0,257,Rayachoti,Kadapa,andhra2014,2522,http://myneta.info/andhra2014/candidate.php?candidate_id=2522,True,8935100.0,15647114.0,Gadikota Sreekanth Reddy,2522.0,2324.0,175.0,http://myneta.info/andhra2014/candidate.php?candidate_id=2522,http://myneta.info/ap09/candidate.php?candidate_id=2324,8935100.0,0.0,2009.0,1.0,2.0,True,1.0,,,1709964.0,425000.0,747250.0,2700000.0,,,500000.0,2200000.0,9000000.0,6500000.0,800000.0,,,Grad,Andhra
974,48.0,False,Post Graduate,M,[],40486390,25652739,Reddeppagari Palli Ramesh Kumar Reddy,0.0,Y,TDP,0.0,66139129,4132406,257,Rayachoti,Kadapa,andhra2014,2523,http://myneta.info/andhra2014/candidate.php?candidate_id=2523,False,,,,,,,http://myneta.info/andhra2014/candidate.php?candidate_id=2523,http://myneta.info/ls2009/candidate.php?candidate_id=4471,21688385.0,3679156.0,2009.0,0.0,0.0,False,,,,6000000.0,2344000.0,135956.0,4676471.0,441320.0,5658000.0,,6230000.0,15368900.0,,11739670.0,,14049820.0,Post_Grad,Andhra
981,58.0,False,Graduate,M,[],6098000,4746789,Buddha Prasad Mandali,0.0,Y,TDP,0.0,10844789,0,206,Avanigadda,Krishna,andhra2014,2843,http://myneta.info/andhra2014/candidate.php?candidate_id=2843,True,,,,,,,http://myneta.info/andhra2014/candidate.php?candidate_id=2843,http://myneta.info/ap09/candidate.php?candidate_id=3175,2697127.0,0.0,2009.0,0.0,0.0,False,,,,60000.0,45000.0,1188627.0,1323161.0,500000.0,,,1650000.0,3162000.0,,,,2936000.0,Grad,Andhra
1001,43.0,False,Post Graduate,M,[],775406250,45016472,Vallabhaneni Vamsi Mohan,0.0,Y,TDP,0.0,820422722,61913971,201,Gannavaram,Krishna,andhra2014,4476,http://myneta.info/andhra2014/candidate.php?candidate_id=4476,True,,,,,,,http://myneta.info/andhra2014/candidate.php?candidate_id=4476,http://myneta.info/ls2009/candidate.php?candidate_id=4713,344978721.0,1980716.0,2009.0,0.0,0.0,False,,,,4205184.0,330300.0,578455.0,828877.0,,25796665.0,1200000.0,2583151.0,83853000.0,,687068250.0,,4485000.0,Post_Grad,Andhra
1008,42.0,True,8th Pass,M,"[u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Assault or criminal force to deter public servant from discharge of his duty(353)', u'Punished for mischief(426)']",103000000,12550000,Kodali Sri Venkateswara Rao,2.0,Y,Yuvajana Sramika Rythu Congress Party,0.0,115550000,43432380,202,Gudivada,Krishna,andhra2014,2900,http://myneta.info/andhra2014/candidate.php?candidate_id=2900,True,11920000.0,103630000.0,Kodali Sri Venkateswara Rao,2900.0,3088.0,869.0,http://myneta.info/andhra2014/candidate.php?candidate_id=2900,http://myneta.info/ap09/candidate.php?candidate_id=3088,11920000.0,1503724.0,2009.0,1.0,1.0,True,,1.0,1.0,1200000.0,350000.0,90000.0,5100000.0,2610000.0,,,5350000.0,15000000.0,,68000000.0,,,Primary,Andhra
1022,49.0,False,Graduate,M,[],28051000,14826532,Raja Gopal Sreeram (Tathaiah),0.0,Y,TDP,0.0,42877532,2136348,213,Jaggayyapeta,Krishna,andhra2014,2918,http://myneta.info/andhra2014/candidate.php?candidate_id=2918,True,34271677.0,8605855.0,Raja Gopal Sreeram,2918.0,3100.0,25.0,http://myneta.info/andhra2014/candidate.php?candidate_id=2918,http://myneta.info/ap09/candidate.php?candidate_id=3100,34271677.0,15278001.0,2009.0,1.0,1.0,True,,,,8680400.0,1850000.0,24815.0,1000000.0,1000000.0,231317.0,48000.0,1992000.0,9464000.0,1217000.0,10370000.0,,7000000.0,Grad,Andhra
1054,45.0,False,Graduate,M,[],5000000,4523759,Jogi Ramesh,0.0,Y,Yuvajana Sramika Rythu Congress Party,0.0,9523759,8270000,211,Mylavaram,Krishna,andhra2014,2966,http://myneta.info/andhra2014/candidate.php?candidate_id=2966,False,3775000.0,5748759.0,Jogi Ramesh,2966.0,3090.0,152.0,http://myneta.info/andhra2014/candidate.php?candidate_id=2966,http://myneta.info/ap09/candidate.php?candidate_id=3090,3775000.0,591737.0,2009.0,1.0,1.0,True,,,,2000000.0,556708.0,31051.0,900000.0,,,,1036000.0,1000000.0,,2000000.0,,2000000.0,Grad,Andhra
1060,52.0,True,Graduate Professional,M,"[u' criminal intimidation(506)', u'Words referring to acts include illegal omissions(32)', u'Animal(47)', u'Being member of an unlawful assembly(143)', u' rioting(147)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Disobedience to order duly promulgated by public servant(188)', u' public nuisance in cases not otherwise provided for(290)', u' voluntarily causing hurt(323)', u' wrongful restraint(341)', u'Assault or criminal force to deter public servant from discharge of his duty(353)', u'Word, gesture or act intended to insult the modesty of a woman(509)']",25772380,4233094,Uma Maheswara Rao Devineni,13.0,Y,TDP,1.0,30005474,0,211,Mylavaram,Krishna,andhra2014,2965,http://myneta.info/andhra2014/candidate.php?candidate_id=2965,True,11095489.0,18909985.0,Uma Maheswara Rao Devineni,2965.0,3098.0,170.0,http://myneta.info/andhra2014/candidate.php?candidate_id=2965,http://myneta.info/ap09/candidate.php?candidate_id=3098,11095489.0,260000.0,2009.0,1.0,1.0,True,7.0,,6.0,660000.0,70000.0,246420.0,700000.0,946673.0,,,1610000.0,15686000.0,,,,10086380.0,Grad,Andhra
1085,66.0,False,Others,M,[],17964000,19645745,Dovari Yesu Das,0.0,Y,INC,0.0,37609745,1508807,207,Pamarru,Krishna,andhra2014,3005,http://myneta.info/andhra2014/candidate.php?candidate_id=3005,False,3445000.0,34164745.0,Dovari Yesu Das,3005.0,3093.0,992.0,http://myneta.info/andhra2014/candidate.php?candidate_id=3005,http://myneta.info/ap09/candidate.php?candidate_id=3093,3445000.0,0.0,2009.0,1.0,1.0,True,,,,12386130.0,125000.0,5934615.0,,,,,1200000.0,8415000.0,,5550000.0,,4000000.0,Unknown,Andhra
1092,62.0,False,Graduate Professional,M,[],7850000,2966354,Varla Ramaiah,0.0,Y,TDP,0.0,10816354,392750,207,Pamarru,Krishna,andhra2014,3009,http://myneta.info/andhra2014/candidate.php?candidate_id=3009,False,,,,,,,http://myneta.info/andhra2014/candidate.php?candidate_id=3009,http://myneta.info/ls2009/candidate.php?candidate_id=4762,5308816.0,300000.0,2009.0,0.0,0.0,False,,,,11800.0,82000.0,156554.0,625000.0,600000.0,,,1500000.0,2200000.0,,2850000.0,,2800000.0,Grad,Andhra
1177,55.0,False,Not Given,M,[],22064000,606000,Bolisetty Haribabu,0.0,Y,IND,0.0,22670000,2700000,208,Vijayawada West,Krishna,andhra2014,3941,http://myneta.info/andhra2014/candidate.php?candidate_id=3941,False,,,,,,,http://myneta.info/andhra2014/candidate.php?candidate_id=3941,http://myneta.info/ls2009/candidate.php?candidate_id=4726,1277000.0,0.0,2009.0,0.0,0.0,False,,,,,168000.0,,268000.0,,,,275000.0,14500000.0,1150000.0,330000.0,,6084000.0,Unknown,Andhra
1195,43.0,False,10th Pass,M,[],44590000,39163487,Velampalli Srinivasa Rao,0.0,Y,BJP,0.0,83753487,43613228,208,Vijayawada West,Krishna,andhra2014,3926,http://myneta.info/andhra2014/candidate.php?candidate_id=3926,False,69728496.0,14024991.0,Velampalli Srinivasa Rao,3926.0,3095.0,20.0,http://myneta.info/andhra2014/candidate.php?candidate_id=3926,http://myneta.info/ap09/candidate.php?candidate_id=3095,69728496.0,21118044.0,2009.0,1.0,1.0,True,,,,32907.0,506000.0,2599634.0,7297847.0,,,2361450.0,2700000.0,10000000.0,32550000.0,2040000.0,,,Primary,Andhra
1200,63.0,True,12th Pass,M,"[u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Disobedience to order duly promulgated by public servant(188)', u' wrongful restraint(341)', u'Assault or criminal force to deter public servant from discharge of his duty(353)']",26875000,8445895,K Meenakshi Naidu,2.0,Y,TDP,0.0,35320895,11038885,275,Adoni,Kurnool,andhra2014,3278,http://myneta.info/andhra2014/candidate.php?candidate_id=3278,False,3876866.0,31444029.0,K Meenakshi Naidu,3278.0,3123.0,811.0,http://myneta.info/andhra2014/candidate.php?candidate_id=3278,http://myneta.info/ap09/candidate.php?candidate_id=3123,3876866.0,0.0,2009.0,1.0,1.0,True,,,2.0,3000000.0,646200.0,31444.0,,1768251.0,,,3000000.0,7500000.0,,,,19375000.0,HS,Andhra
1207,41.0,False,Graduate,F,[],122250000,61867732,Bhuma Shobha Nagi Reddy,0.0,Y,Yuvajana Sramika Rythu Congress Party,0.0,184117732,21289305,263,Allagadda,Kurnool,andhra2014,3287,http://myneta.info/andhra2014/candidate.php?candidate_id=3287,True,68471000.0,115646732.0,Bhuma Shobha Nagi Reddy,3287.0,3111.0,169.0,http://myneta.info/andhra2014/candidate.php?candidate_id=3287,http://myneta.info/loksabha2004/candidate.php?candidate_id=166,34003688.0,4819821.0,2004.0,0.0,2.0,False,,,,27102313.0,2332136.0,343337.0,15045336.0,,15998735.0,,1045900.0,3950000.0,51000000.0,54300000.0,,13000000.0,Grad,Andhra
1221,54.0,False,12th Pass,F,[],39300000,17882614,Kotla Sujathamma,0.0,Y,INC,0.0,57182614,3000000,276,Alur,Kurnool,andhra2014,4437,http://myneta.info/andhra2014/candidate.php?candidate_id=4437,False,,,,,,,http://myneta.info/andhra2014/candidate.php?candidate_id=4437,http://myneta.info/ap09/candidate.php?candidate_id=3203,53719195.0,0.0,2009.0,0.0,0.0,False,,,,2327223.0,8686017.0,969374.0,2600000.0,,,,3300000.0,9000000.0,,,,30300000.0,HS,Andhra
1232,44.0,True,Graduate,M,"[u'Voluntarily causing hurt by dangerous weapons or means(324)', u' criminal intimidation(506)', u'Acts done by several persons in furtherance of common intention(34)', u'Being member of an unlawful assembly(143)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Disobedience to order duly promulgated by public servant(188)', u' voluntarily causing hurt(323)', u' wrongful restraint(341)', u'Wrongful confinement to extort confession, or compel restoration of property(348)']",79100000,7195000,Rami Reddy Katasani,4.0,Y,Yuvajana Sramika Rythu Congress Party,3.0,86295000,1324000,269,Banaganapalle,Kurnool,andhra2014,4451,http://myneta.info/andhra2014/candidate.php?candidate_id=4451,False,11860600.0,74434400.0,Rami Reddy Katasani,4451.0,3117.0,628.0,http://myneta.info/andhra2014/candidate.php?candidate_id=4451,http://myneta.info/ap09/candidate.php?candidate_id=3117,11860600.0,910000.0,2009.0,1.0,1.0,True,,,4.0,,500000.0,,4125000.0,,,,1660000.0,15100000.0,,47500000.0,,16500000.0,Grad,Andhra
1290,64.0,False,Graduate Professional,M,[],307869720,230538909,T.G.Venkatesh,0.0,Y,TDP,0.0,538408629,132823570,266,Kurnool,Kurnool,andhra2014,4344,http://myneta.info/andhra2014/candidate.php?candidate_id=4344,False,,,,,,,http://myneta.info/andhra2014/candidate.php?candidate_id=4344,http://myneta.info/ap09/candidate.php?candidate_id=3114,262909350.0,23000000.0,2009.0,1.0,1.0,True,,,,92538351.0,1226429.0,19700784.0,1045000.0,,58756795.0,19248162.0,14851699.0,74906800.0,83322920.0,109296000.0,3664000.0,36680000.0,Grad,Andhra
1298,49.0,True,10th Pass,M,"[u'Acts done by several persons in furtherance of common intention(34)', u'Obstructing public servant in discharge of public functions(186)', u'Disobedience to order duly promulgated by public servant(188)', u' voluntarily causing hurt(323)', u' wrongful restraint(341)']",10175400,8396399,Y Balanagi Reddy,2.0,Y,Yuvajana Sramika Rythu Congress Party,0.0,18571799,50000,274,Mantralayam,Kurnool,andhra2014,3327,http://myneta.info/andhra2014/candidate.php?candidate_id=3327,True,17196000.0,1375799.0,Y Balanagi Reddy,3327.0,3122.0,8.0,http://myneta.info/andhra2014/candidate.php?candidate_id=3327,http://myneta.info/ap09/candidate.php?candidate_id=3122,17196000.0,1190000.0,2009.0,1.0,1.0,True,1.0,,1.0,,270000.0,5802.0,1500000.0,180587.5,1200000.0,,5240000.0,3965400.0,,2200000.0,10000.0,4000000.0,Primary,Andhra
1326,63.0,False,Graduate Professional,M,[],21000000,71596359,Erasu Prathap Reddy,0.0,Y,TDP,0.0,92596359,15031566,267,Panyam,Kurnool,andhra2014,3345,http://myneta.info/andhra2014/candidate.php?candidate_id=3345,False,27973998.0,64622361.0,Erasu Prathap Reddy,3345.0,3112.0,231.0,http://myneta.info/andhra2014/candidate.php?candidate_id=3345,http://myneta.info/ap09/candidate.php?candidate_id=3112,27973998.0,4550000.0,2009.0,1.0,1.0,True,,,,650000.0,1320157.0,561134.0,2800000.0,,34269523.0,,3500000.0,8000000.0,,1000000.0,,12000000.0,Grad,Andhra
1342,76.0,True,Graduate Professional,M,[u'Disobedience to order duly promulgated by public servant(188)'],14090000,68135166,Kambalapadu Ediga Krishna Murthy,1.0,Y,TDP,0.0,82225166,38654731,271,Pattikonda,Kurnool,andhra2014,3362,http://myneta.info/andhra2014/candidate.php?candidate_id=3362,True,,,,,,,http://myneta.info/andhra2014/candidate.php?candidate_id=3362,http://myneta.info/ap09/candidate.php?candidate_id=3204,45959041.0,24931276.0,2009.0,0.0,0.0,False,1.0,,,34201000.0,1423000.0,3803158.0,8545000.0,,18693000.0,,1470000.0,10090000.0,,,,4000000.0,Grad,Andhra
1375,57.0,False,Graduate Professional,M,[],15574332,2426520,Balli Durga Prasad Rao,0.0,Y,IND,0.0,18000852,2318974,249,Gudur,Nellore,andhra2014,3447,http://myneta.info/andhra2014/candidate.php?candidate_id=3447,False,6580000.0,11420852.0,Balli Durga Prasad Rao,3447.0,1903.0,174.0,http://myneta.info/andhra2014/candidate.php?candidate_id=3447,http://myneta.info/ap09/candidate.php?candidate_id=1903,6580000.0,556364.0,2009.0,1.0,1.0,True,,,,,109000.0,,1250000.0,,,,1067520.0,8903000.0,,,,6671332.0,Grad,Andhra
1409,53.0,False,Graduate,M,[],90500000,17740500,Nallapareddy Prasanna Kumar Reddy,0.0,Y,Yuvajana Sramika Rythu Congress Party,0.0,108240500,10706696,245,Kovur,Nellore,andhra2014,3471,http://myneta.info/andhra2014/candidate.php?candidate_id=3471,False,45434020.0,62806480.0,Nallapareddy Prasanna Kumar Reddy,3471.0,1856.0,138.0,http://myneta.info/andhra2014/candidate.php?candidate_id=3471,http://myneta.info/ap09/candidate.php?candidate_id=1856,45434020.0,37811102.0,2009.0,1.0,2.0,True,,,,50000.0,1675500.0,620000.0,5420000.0,,5975000.0,,4000000.0,37500000.0,,7000000.0,,46000000.0,Grad,Andhra
1412,56.0,True,Others,M,"[u' criminal breach of trust(406)', u'Cheating and dishonestly inducing delivery of property(420)', u'Mischief causing damage to the amount of fifty rupees(427)', u' criminal trespass(447)']",244852300,12686659,Polamreddy Srinivasulu Reddy,2.0,Y,TDP,2.0,257538959,9598177,245,Kovur,Nellore,andhra2014,3468,http://myneta.info/andhra2014/candidate.php?candidate_id=3468,True,,,,,,,http://myneta.info/andhra2014/candidate.php?candidate_id=3468,http://myneta.info/ap09/candidate.php?candidate_id=1857,133751992.0,0.0,2009.0,0.0,0.0,False,1.0,,1.0,,,,,,,,,,,,,,Unknown,Andhra
