,Age,Constituency,Criminal_Cases,Education_Level,Name,Number_of_Cases,PAN_Given_(Y_or_N),Party_Code,Total_Assets,Total_Liabilities,common_link,elec_link
541,54,Bijapur,No,Graduate,KANAMADI SUDHAKAR MALLESH in Lok Sabha 2009,0,Y,BSP,2184000,365000,http://myneta.info/compare_profile.php?group_id=3HkAj4HzrZLhzG6jhnP4,http://myneta.info/ls2009/candidate.php?candidate_id=629
542,57,BAGALKOT,No,Graduate,Ajaykumar Sarnaik in Loksabha 2014,0,Y,INC,501321313,100587230,http://myneta.info/compare_profile.php?group_id=sfRNH6K6Urbqtmek3K6,http://myneta.info/ls2014/candidate.php?candidate_id=1831
543,52,Bilgi,No,10th Pass,AJAYKUMAR SARANAYAK in Karnataka 2008,0,Y,INC,213450870,87305454,http://myneta.info/compare_profile.php?group_id=sfRNH6K6Urbqtmek3K6,http://myneta.info/karnatka2008/candidate.php?candidate_id=12
544,68,PASCHIM CHAMPARAN,No,12th Pass,Raghunath Jha in Loksabha 2014,0,Y,RJD,19513745,4508715,http://myneta.info/compare_profile.php?group_id=usViAsptUBhMv2hKzPTS,http://myneta.info/ls2014/candidate.php?candidate_id=9151
545,66,Bettiah,Yes,12th Pass,RAGHUNATH JHA in Lok Sabha 2004,2,Y,RJD,11267189,0,http://myneta.info/compare_profile.php?group_id=usViAsptUBhMv2hKzPTS,http://myneta.info/loksabha2004/candidate.php?candidate_id=508
546,72,GULBARGA,No,Graduate Professional,Mallikarjun Kharge in Loksabha 2014,0,Y,INC,102220880,7410154,http://myneta.info/compare_profile.php?group_id=RMSR4FnbMhcqfrBmsrvw,http://myneta.info/ls2014/candidate.php?candidate_id=358
547,0,MINISTER,No,Not Given,Shri Mallikarjun Kharge in Union Council of Ministers  2011,0,N,INC,54700532,3466953,http://myneta.info/compare_profile.php?group_id=RMSR4FnbMhcqfrBmsrvw,http://myneta.info/unionministers2011/candidate.php?candidate_id=17
548,67,Gulbarga,No,Graduate Professional,Mallikarjun Kharge in Lok Sabha 2009,0,Y,INC,50646533,5508946,http://myneta.info/compare_profile.php?group_id=RMSR4FnbMhcqfrBmsrvw,http://myneta.info/ls2009/candidate.php?candidate_id=720
549,66,Chittapur,No,Graduate Professional,MALLIKARJUN KHARGE in Karnataka 2008,0,Y,INC,48036202,3601885,http://myneta.info/compare_profile.php?group_id=RMSR4FnbMhcqfrBmsrvw,http://myneta.info/karnatka2008/candidate.php?candidate_id=562
550,66,Bulandshahr,No,Post Graduate,DEVI DAYAL in Lok Sabha 2009,0,Y,INC,22337000,302557,http://myneta.info/compare_profile.php?group_id=WKn6aRNXCGJoFyC7aFEK,http://myneta.info/ls2009/candidate.php?candidate_id=7080
551,62,Khurja,No,Post Graduate,DEVI DAYAL in Lok Sabha 2004,0,Y,INC,16614248,1044040,http://myneta.info/compare_profile.php?group_id=WKn6aRNXCGJoFyC7aFEK,http://myneta.info/loksabha2004/candidate.php?candidate_id=4575
552,54,Idukki,No,Graduate Professional,Adv. K Francis George in Lok Sabha 2009,0,Y,KEC,7300123,2048387,http://myneta.info/compare_profile.php?group_id=S5zRb3G4PmJSExgRZmxZ,http://myneta.info/ls2009/candidate.php?candidate_id=1568
553,49,Idukki,Yes,Graduate Professional,K. FRANCIS GEORGE in Lok Sabha 2004,1,Y,KEC,11417962,78919,http://myneta.info/compare_profile.php?group_id=S5zRb3G4PmJSExgRZmxZ,http://myneta.info/loksabha2004/candidate.php?candidate_id=1876
554,58,THRIKKAKARA,No,Graduate,Benny Behanan in Kerala 2011,0,Y,INC,4859708,1000000,http://myneta.info/compare_profile.php?group_id=ndovTHpPezgJo9L7F4a5,http://myneta.info/kerala2011/candidate.php?candidate_id=30
555,51,Idukki,No,Graduate,BENNY BEHANAN in Lok Sabha 2004,0,Y,INC,2957408,172481,http://myneta.info/compare_profile.php?group_id=ndovTHpPezgJo9L7F4a5,http://myneta.info/loksabha2004/candidate.php?candidate_id=1877
556,52,CUDDALORE,No,Graduate,M C Sampath in Tamil Nadu 2011,0,Y,AIADMK,18484196,1753169,http://myneta.info/compare_profile.php?group_id=csesCNtzvbNQ89q6fsXu,http://myneta.info/tamilnadu2011/candidate.php?candidate_id=225
557,51,Cuddalore,No,Graduate,SAMPATH M C in Lok Sabha 2009,0,Y,ADMK,12093383,0,http://myneta.info/compare_profile.php?group_id=csesCNtzvbNQ89q6fsXu,http://myneta.info/ls2009/candidate.php?candidate_id=9103
558,58,GANGANAGAR,No,Post Graduate,Paluskar Krishnarao Tatoba in Loksabha 2014,0,Y,Prabuddha Republican Party,3461100,1500000,http://myneta.info/compare_profile.php?group_id=6D5W6pHFntuXcC8KiLL,http://myneta.info/ls2014/candidate.php?candidate_id=2280
559,53,Gulbarga,No,Post Graduate,Dr. K. P.Paluskar in Lok Sabha 2009,0,Y,PRCP,550000,0,http://myneta.info/compare_profile.php?group_id=6D5W6pHFntuXcC8KiLL,http://myneta.info/ls2009/candidate.php?candidate_id=2322
560,66,GANGANAGAR,No,Post Graduate,Bhanwarlal Meghwal in Loksabha 2014,0,Y,INC,24098177,255803,http://myneta.info/compare_profile.php?group_id=KRxHd7kzRhzREqUVzqsi,http://myneta.info/ls2014/candidate.php?candidate_id=2289
561,65,SUJANGARH,No,Post Graduate,Master Bhanwarlal in Rajasthan 2013,0,Y,INC,24358731,90347,http://myneta.info/compare_profile.php?group_id=KRxHd7kzRhzREqUVzqsi,http://myneta.info/rajasthan2013/candidate.php?candidate_id=89
562,56,PEDDAPALLE,No,8th Pass,Gaddala Vinay Kumar in Loksabha 2014,0,Y,IND,8237500,488664,http://myneta.info/compare_profile.php?group_id=xD86JaYnMA5Hb6Yhtbv,http://myneta.info/ls2014/candidate.php?candidate_id=6452
563,51,Peddapalle,No,8th Pass,Gaddala Vinay Kumar in Lok Sabha 2009,0,Y,IND,5284500,1050,http://myneta.info/compare_profile.php?group_id=xD86JaYnMA5Hb6Yhtbv,http://myneta.info/ls2009/candidate.php?candidate_id=14
564,54,NAGARJUNA SAGAR,No,Post Graduate,Nomula Narshimhaiah in Telangana 2014,0,Y,TRS,18905000,1300000,http://myneta.info/compare_profile.php?group_id=U4uhyxxCuMN9k5Un8ia,http://myneta.info/telangana2014/candidate.php?candidate_id=1119
565,53,Bhongir,Yes,Post Graduate,Nomula Narsimhaiah in Lok Sabha 2009,3,Y,CPM,10247088,0,http://myneta.info/compare_profile.php?group_id=U4uhyxxCuMN9k5Un8ia,http://myneta.info/ls2009/candidate.php?candidate_id=547
566,60,MEDAK,Yes,Graduate,Kalvakuntla Chandrashekar Rao in Loksabha 2014,2,Y,TRS,151582464,78753620,http://myneta.info/compare_profile.php?group_id=EnyrYZJXoebhFyRpuAG,http://myneta.info/ls2014/candidate.php?candidate_id=6830
567,60,GAJWEL,Yes,Graduate,Kalvakuntla Chandrashekar Rao in Telangana 2014,2,Y,TRS,151582464,78753620,http://myneta.info/compare_profile.php?group_id=EnyrYZJXoebhFyRpuAG,http://myneta.info/telangana2014/candidate.php?candidate_id=1336
568,55,Mahbubnagar,Yes,Graduate,K. CHANDRASEKHARA RAO in Lok Sabha 2009,2,Y,TRS,22669420,0,http://myneta.info/compare_profile.php?group_id=EnyrYZJXoebhFyRpuAG,http://myneta.info/ls2009/candidate.php?candidate_id=540
569,51,Karimnagar,No,Graduate,K. CHANDRA SHAKHER RAO in Lok Sabha 2004,0,Y,TRS,8598858,2559507,http://myneta.info/compare_profile.php?group_id=EnyrYZJXoebhFyRpuAG,http://myneta.info/loksabha2004/candidate.php?candidate_id=106
570,64,BIJAPUR,Yes,Graduate,Ramesh Jigajinagi in Loksabha 2014,2,Y,BJP,89429828,5305043,http://myneta.info/compare_profile.php?group_id=67uzuyTazMTqvoKpXp6h,http://myneta.info/ls2014/candidate.php?candidate_id=840
571,57,Bijapur,No,Graduate,Jigajinagi Ramesh Chandappa in Lok Sabha 2009,0,Y,BJP,11753725,3902460,http://myneta.info/compare_profile.php?group_id=67uzuyTazMTqvoKpXp6h,http://myneta.info/ls2009/candidate.php?candidate_id=631
572,55,Chikkodi-Sadalga,No,Graduate,JIGAJINAGI RAMESH CHANDAPPA in Karnataka 2008,0,Y,BJP,12253725,3902460,http://myneta.info/compare_profile.php?group_id=67uzuyTazMTqvoKpXp6h,http://myneta.info/karnatka2008/candidate.php?candidate_id=284
573,52,Chikkodi,No,Graduate,JIGAJINAGI RAMESH CHANDAPPA in Lok Sabha 2004,0,N,BJP,5480600,75000,http://myneta.info/compare_profile.php?group_id=67uzuyTazMTqvoKpXp6h,http://myneta.info/loksabha2004/candidate.php?candidate_id=1698
574,76,Greater Kailash,No,Doctorate,VIJAY KUMAR MALHOTRA   in Delhi 2008,0,Y,BJP,50034350,1075000,http://myneta.info/compare_profile.php?group_id=S8fHqGADAxeYqLcyaZHR,http://myneta.info/dl2008/candidate.php?candidate_id=41
575,72,South Delhi,No,Doctorate,VIJAY KUMAR MALHOTRA in Lok Sabha 2004,0,Y,BJP,8988478,0,http://myneta.info/compare_profile.php?group_id=S8fHqGADAxeYqLcyaZHR,http://myneta.info/loksabha2004/candidate.php?candidate_id=2838
576,62,Daraunda,Yes,Graduate,Vijay Shankar Dubey in Bihar 2010,2,Y,INC,7774348,0,http://myneta.info/compare_profile.php?group_id=TradsHb7JzaVXEuwQXKW,http://myneta.info/bih2010/candidate.php?candidate_id=1039
577,60,Siwan,Yes,Graduate,VijayShankerDubey in Lok Sabha 2009,1,Y,INC,6140072,0,http://myneta.info/compare_profile.php?group_id=TradsHb7JzaVXEuwQXKW,http://myneta.info/ls2009/candidate.php?candidate_id=897
578,42,BIJAPUR,No,Graduate Professional,Dr Rajesh Alias Ravi Vallyapur in Loksabha 2014,0,Y,IND,12208000,0,http://myneta.info/compare_profile.php?group_id=eBEWTJSFxPEtovWFs,http://myneta.info/ls2014/candidate.php?candidate_id=841
579,40,BIJAPUR CITY,No,Others,Rajesh @ Ravi Y Vallyapur in Karnataka 2013,0,Y,IND,13207500,0,http://myneta.info/compare_profile.php?group_id=eBEWTJSFxPEtovWFs,http://myneta.info/karnataka2013/candidate.php?candidate_id=1813
580,56,BOLPUR,No,Graduate Professional,Ram Chandra Dome in Loksabha 2014,0,Y,CPI(M),1878460,0,http://myneta.info/compare_profile.php?group_id=fVNkTYuQpuS32qsANAVB,http://myneta.info/ls2014/candidate.php?candidate_id=6032
581,51,Bolpur,No,Graduate Professional,RAM CHANDRA DOME in Lok Sabha 2009,0,Y,CPM,739396,0,http://myneta.info/compare_profile.php?group_id=fVNkTYuQpuS32qsANAVB,http://myneta.info/ls2009/candidate.php?candidate_id=7435
582,46,Birbhum,No,Doctorate,Ram Chandra Dome in Lok Sabha 2004,0,Y,CPM,409541,2862,http://myneta.info/compare_profile.php?group_id=fVNkTYuQpuS32qsANAVB,http://myneta.info/loksabha2004/candidate.php?candidate_id=5152
583,35,West Delhi,No,Graduate,SUVASH KUMAR CHOUDHARY in Lok Sabha 2009,0,Y,IND,14291460,0,http://myneta.info/compare_profile.php?group_id=cQSNjqsu284mGpdYtgE3,http://myneta.info/ls2009/candidate.php?candidate_id=7648
584,35,Dwarka,No,Graduate,SUBHASH KUMAR CHAUDHARY                                                 in Delhi 2008,0,Y,IND,11657100,430,http://myneta.info/compare_profile.php?group_id=cQSNjqsu284mGpdYtgE3,http://myneta.info/dl2008/candidate.php?candidate_id=398
585,54,BANDA,Yes,12th Pass,Bal Kumar Patel Alias Rajkumar in Loksabha 2014,9,Y,SP,41004212,13432893,http://myneta.info/compare_profile.php?group_id=n3ZCNX24jV2pbgzSpaeM,http://myneta.info/ls2014/candidate.php?candidate_id=5486
586,48,Mirzapur,Yes,12th Pass,BAL KUMAR PATEL in Lok Sabha 2009,10,Y,SP,22978000,11695272,http://myneta.info/compare_profile.php?group_id=n3ZCNX24jV2pbgzSpaeM,http://myneta.info/ls2009/candidate.php?candidate_id=1782
587,46,Patti,Yes,12th Pass,BAL KUMAR ALIAS RAJ KUMAR in Uttar Pradesh 2007,1,Y,SP,22767500,9463255,http://myneta.info/compare_profile.php?group_id=n3ZCNX24jV2pbgzSpaeM,http://myneta.info/up2007/candidate.php?candidate_id=206
588,36,SURAT,No,Literate,Mukeshbhai Lavjibhai Ambaliya in Loksabha 2014,0,Y,IND,555566,87500,http://myneta.info/compare_profile.php?group_id=GvgkQ4Jit9yArkuHw7or,http://myneta.info/ls2014/candidate.php?candidate_id=5317
589,34,KATARGAM,No,Literate,Ambaliya Mukeshbhai Lavjibhai in Gujarat 2012,0,Y,IND,280930,99500,http://myneta.info/compare_profile.php?group_id=GvgkQ4Jit9yArkuHw7or,http://myneta.info/gujarat2012/candidate.php?candidate_id=296
590,35,SURAT WEST : BYE- ELECTION ON 4-12-2013,No,Literate,Mukeshbhai Lavajibhai Ambaliya in Gujarat 2012,0,Y,IND,326490,37000,http://myneta.info/compare_profile.php?group_id=GvgkQ4Jit9yArkuHw7or,http://myneta.info/gujarat2012/candidate.php?candidate_id=2415
591,32,Surat,No,Literate,MUKESHBHAI LAVJIBHAI (PRAJAPATI) AMBALIYA in Lok Sabha 2009,0,Y,LPSP,68000,0,http://myneta.info/compare_profile.php?group_id=GvgkQ4Jit9yArkuHw7or,http://myneta.info/ls2009/candidate.php?candidate_id=4525
592,55,VIJAYAWADA,No,Illiterate,Bolisetty Hari Babu in Loksabha 2014,0,Y,IND,22785000,2700000,http://myneta.info/compare_profile.php?group_id=zukFqT6d9GMA5wRB7q,http://myneta.info/ls2014/candidate.php?candidate_id=9035
593,55,VIJAYAWADA WEST,No,Not Given,Bolisetty Haribabu in Andhra Pradesh 2014,0,Y,IND,22670000,2700000,http://myneta.info/compare_profile.php?group_id=zukFqT6d9GMA5wRB7q,http://myneta.info/andhra2014/candidate.php?candidate_id=3941
594,46,Vijayawada,No,Illiterate,Bolisetty Haribabu in Lok Sabha 2009,0,Y,IND,1277000,0,http://myneta.info/compare_profile.php?group_id=zukFqT6d9GMA5wRB7q,http://myneta.info/ls2009/candidate.php?candidate_id=4726
595,37,VIJAYAWADA,Yes,Others,Ramalingeswara Rao Chigurupati in Loksabha 2014,1,Y,BSP,225000,0,http://myneta.info/compare_profile.php?group_id=Mq4JrA5S7w9YYnuNh6b,http://myneta.info/ls2014/candidate.php?candidate_id=9031
596,33,Machilipatnam,No,Others,C Rama Lingeswara Rao in Lok Sabha 2009,0,Y,BSP,250000,0,http://myneta.info/compare_profile.php?group_id=Mq4JrA5S7w9YYnuNh6b,http://myneta.info/ls2009/candidate.php?candidate_id=4705
597,58,FARIDABAD,Yes,8th Pass,Avtar Singh Bhadana in Loksabha 2014,1,Y,INC,112529244,0,http://myneta.info/compare_profile.php?group_id=mPKTeyKpzzosHfXzWuda,http://myneta.info/ls2014/candidate.php?candidate_id=1272
598,53,Faridabad,Yes,8th Pass,AVTAR SINGH BHADANA in Lok Sabha 2009,1,Y,INC,40573585,0,http://myneta.info/compare_profile.php?group_id=mPKTeyKpzzosHfXzWuda,http://myneta.info/ls2009/candidate.php?candidate_id=6746
599,48,Faridabad,No,8th Pass,AVTAR SINGH BHADANA in Lok Sabha 2004,0,N,INC,9763648,0,http://myneta.info/compare_profile.php?group_id=mPKTeyKpzzosHfXzWuda,http://myneta.info/loksabha2004/candidate.php?candidate_id=1222
600,63,Faridabad,No,8th Pass,SURAJ BHAN in Lok Sabha 2009,0,Y,RJAP,501216536,0,http://myneta.info/compare_profile.php?group_id=vWaihUQq88Hh4znknS,http://myneta.info/ls2009/candidate.php?candidate_id=6747
601,0,R.K. Puram,No,8th Pass,SURAJ BHAN in Delhi 2008,0,Y,RJAP,500070000,0,http://myneta.info/compare_profile.php?group_id=vWaihUQq88Hh4znknS,http://myneta.info/dl2008/candidate.php?candidate_id=251
602,53,CHAMARAJANAGAR,No,Post Graduate,A.R. Krishna Murthy in Loksabha 2014,0,Y,BJP,41281286,2886427,http://myneta.info/compare_profile.php?group_id=eCWxF264GDcUuDZaZDws,http://myneta.info/ls2014/candidate.php?candidate_id=1222
603,42,Kollegal,No,Post Graduate,A.R.KRISHNAMURTHY in Karnataka 2008,0,Y,JD(S),458460,1997628,http://myneta.info/compare_profile.php?group_id=eCWxF264GDcUuDZaZDws,http://myneta.info/karnatka2008/candidate.php?candidate_id=483
604,61,DAVANAGERE,No,10th Pass,G.M. Siddeshwara in Loksabha 2014,0,Y,BJP,232375703,17951455,http://myneta.info/compare_profile.php?group_id=LfPogdTXdzpwLK6qcEDM,http://myneta.info/ls2014/candidate.php?candidate_id=1220
605,48,DAKSHINA KANNADA,Yes,10th Pass,Nalin Kumar Katil in Loksabha 2014,1,Y,BJP,8789001,1493367,http://myneta.info/compare_profile.php?group_id=Fd2WPFqzKnncrAwyJSXi,http://myneta.info/ls2014/candidate.php?candidate_id=1221
606,42,Dakshina Kannada,Yes,10th Pass,Nalin Kumar Kateel in Lok Sabha 2009,1,Y,BJP,5391279,2844596,http://myneta.info/compare_profile.php?group_id=Fd2WPFqzKnncrAwyJSXi,http://myneta.info/ls2009/candidate.php?candidate_id=4638
607,56,ROAD TRANSPORT AND HIGHWAYS SHIPPING RURAL DEVELOPMENT PANCHAYATI RAJ DRINKING WATER AND SANITATION,Yes,Graduate Professional,Shri Nitin Jairam Gadkari in Union Council of Ministers 2014,4,Y,BJP,153685415,18952514,http://myneta.info/compare_profile.php?group_id=62XbZp3iGQ5tXzQxdX2,http://myneta.info/unioncouncil2014/candidate.php?candidate_id=6
608,56,NAGPUR,Yes,Graduate Professional,Gadkari Nitin Jairam in Loksabha 2014,4,Y,BJP,153704475,19004037,http://myneta.info/compare_profile.php?group_id=62XbZp3iGQ5tXzQxdX2,http://myneta.info/ls2014/candidate.php?candidate_id=1226
609,0,D.V.SADANANDA GOWDA,No,Graduate Professional,D.V.Sadananda Gowda in Karnataka Legislative Council,0,N,BJP,56949359,14570119,http://myneta.info/compare_profile.php?group_id=cc8BRLGNoW72xEyBt5fy,http://myneta.info/karnatakamlc/candidate.php?candidate_id=1
610,61,BANGALORE NORTH,No,Graduate Professional,D.V. Sadananda Gowda in Loksabha 2014,0,Y,BJP,98888874,37020152,http://myneta.info/compare_profile.php?group_id=cc8BRLGNoW72xEyBt5fy,http://myneta.info/ls2014/candidate.php?candidate_id=1224
611,56,Udupi Chikmagalur,No,Graduate Professional,D.V.Sadananda Gowda in Lok Sabha 2009,0,Y,BJP,14375959,2486447,http://myneta.info/compare_profile.php?group_id=cc8BRLGNoW72xEyBt5fy,http://myneta.info/ls2009/candidate.php?candidate_id=4658
612,51,Mangalore,No,Graduate Professional,D. V. SADANANDA GOWDA in Lok Sabha 2004,0,Y,BJP,4639359,968423,http://myneta.info/compare_profile.php?group_id=cc8BRLGNoW72xEyBt5fy,http://myneta.info/loksabha2004/candidate.php?candidate_id=1785
613,34,KANNAUJ,No,Graduate,Subrat Pathak in Loksabha 2014,0,Y,BJP,23011868,9497355,http://myneta.info/compare_profile.php?group_id=jPfB5Zn98MievxkgGsWL,http://myneta.info/ls2014/candidate.php?candidate_id=5029
614,29,Kannauj,No,Graduate,SUBRAT PATHAK in Lok Sabha 2009,0,Y,BJP,10172404,468672,http://myneta.info/compare_profile.php?group_id=jPfB5Zn98MievxkgGsWL,http://myneta.info/ls2009/candidate.php?candidate_id=7293
615,50,MUZAFFARNAGAR,Yes,Literate,Kadir Rana in Loksabha 2014,5,Y,BSP,135202262,24105110,http://myneta.info/compare_profile.php?group_id=vb4mMTCmpV4eTFwgjcCy,http://myneta.info/ls2014/candidate.php?candidate_id=226
616,45,Muzaffarnagar,Yes,Literate,KADEER RANA in Lok Sabha 2009,4,Y,BSP,58451906,0,http://myneta.info/compare_profile.php?group_id=vb4mMTCmpV4eTFwgjcCy,http://myneta.info/ls2009/candidate.php?candidate_id=6947
617,43,Morna,Yes,Literate,KADIR RANA in Uttar Pradesh 2007,3,Y,RLD,33668919,0,http://myneta.info/compare_profile.php?group_id=vb4mMTCmpV4eTFwgjcCy,http://myneta.info/up2007/candidate.php?candidate_id=769
618,57,BOLANGIR,No,Graduate Professional,Sarat Pattnayak in Loksabha 2014,0,Y,INC,43999656,818572,http://myneta.info/compare_profile.php?group_id=P27GcCFBkbHti4ZDKmfq,http://myneta.info/ls2014/candidate.php?candidate_id=222
619,48,Bolangir,No,Post Graduate,SARAT PATTANAYAK in Lok Sabha 2004,0,Y,INC,5911781,0,http://myneta.info/compare_profile.php?group_id=P27GcCFBkbHti4ZDKmfq,http://myneta.info/loksabha2004/candidate.php?candidate_id=2884
620,41,GHAZIABAD,No,10th Pass,Mukul Upadhyay in Loksabha 2014,0,Y,BSP,167355710,18751971,http://myneta.info/compare_profile.php?group_id=QaP5338QiFVJmm8ePNin,http://myneta.info/ls2014/candidate.php?candidate_id=229
621,33,Iglas,Yes,10th Pass,MUKUL UPADHYAY in Uttar Pradesh 2007,4,Y,BSP,7881990,541000,http://myneta.info/compare_profile.php?group_id=QaP5338QiFVJmm8ePNin,http://myneta.info/up2007/candidate.php?candidate_id=706
622,43,SAMASTIPUR,No,Graduate,Maheshwar Hazari in Loksabha 2014,0,Y,JD(U),21464499,6941446,http://myneta.info/compare_profile.php?group_id=MybMYGEnRQfWND3LC3SB,http://myneta.info/ls2014/candidate.php?candidate_id=6247
623,38,Samastipur,No,Post Graduate,MAHESWER HAZARI in Lok Sabha 2009,0,Y,JD(U),6964921,1054356,http://myneta.info/compare_profile.php?group_id=MybMYGEnRQfWND3LC3SB,http://myneta.info/ls2009/candidate.php?candidate_id=3194
624,53,SAMASTIPUR,Yes,10th Pass,Ram Chandra Paswan in Loksabha 2014,3,Y,LJP,13058612,0,http://myneta.info/compare_profile.php?group_id=GuLcfbv6mpXNGxDarSuF,http://myneta.info/ls2014/candidate.php?candidate_id=6248
625,49,Kusheshwar Asthan (SC),No,10th Pass,RAMCHANDRA PASWAN	 in Bihar 2010,0,Y,LJP,16565128,0,http://myneta.info/compare_profile.php?group_id=GuLcfbv6mpXNGxDarSuF,http://myneta.info/bih2010/candidate.php?candidate_id=1425
626,47,Samastipur,No,10th Pass,RAM CHANDRA PASWAN in Lok Sabha 2009,0,Y,LJP,16976258,3500000,http://myneta.info/compare_profile.php?group_id=GuLcfbv6mpXNGxDarSuF,http://myneta.info/ls2009/candidate.php?candidate_id=3195
627,43,Rosera,No,10th Pass,RAM CHANDRA PASWAN in Lok Sabha 2004,0,Y,LJNSP,4204913,0,http://myneta.info/compare_profile.php?group_id=GuLcfbv6mpXNGxDarSuF,http://myneta.info/loksabha2004/candidate.php?candidate_id=793
628,40,MADHA,No,Literate,Suresh Shamrao Ghadge in Loksabha 2014,0,Y,AITC,3000000,0,http://myneta.info/compare_profile.php?group_id=kKQt7GW3HDDBY5knAH9u,http://myneta.info/ls2014/candidate.php?candidate_id=3570
629,36,Madha,No,Literate,SURESH SHAMRAO GHADGE in Lok Sabha 2009,0,Y,IND,880000,0,http://myneta.info/compare_profile.php?group_id=kKQt7GW3HDDBY5knAH9u,http://myneta.info/ls2009/candidate.php?candidate_id=3761
630,64,BALASORE,No,Graduate,Shrikanta Kumar Jena in Loksabha 2014,0,Y,INC,11729649,5454370,http://myneta.info/compare_profile.php?group_id=bYBgsBoUmHG22CUj36D7,http://myneta.info/ls2014/candidate.php?candidate_id=3240
631,58,Balasore,No,Graduate,Srikanta Kumar Jena in Lok Sabha 2009,0,Y,INC,5979551,862820,http://myneta.info/compare_profile.php?group_id=bYBgsBoUmHG22CUj36D7,http://myneta.info/ls2009/candidate.php?candidate_id=2069
632,53,Kendrapara,No,Graduate,SRIKANT KUMAR JENA in Lok Sabha 2004,0,Y,INC,4880104,1339814,http://myneta.info/compare_profile.php?group_id=bYBgsBoUmHG22CUj36D7,http://myneta.info/loksabha2004/candidate.php?candidate_id=2917
633,48,BH2,No,Post Graduate,Rajiv Pratap Rudy in Rajya Sabha  Affidavits,0,Y,BJP,44040641,361284,http://myneta.info/compare_profile.php?group_id=9xHz7ycaC9Zm4oEYPW7D,http://myneta.info/rajsab09aff/candidate.php?candidate_id=296
634,53,SARAN,Yes,Post Graduate,Rajiv Pratap Rudy in Loksabha 2014,1,Y,BJP,62545997,1008658,http://myneta.info/compare_profile.php?group_id=9xHz7ycaC9Zm4oEYPW7D,http://myneta.info/ls2014/candidate.php?candidate_id=8143
635,48,Saran,No,Post Graduate,Rajiv Pratap Rudy in Lok Sabha 2009,0,Y,BJP,24586315,552076,http://myneta.info/compare_profile.php?group_id=9xHz7ycaC9Zm4oEYPW7D,http://myneta.info/ls2009/candidate.php?candidate_id=1386
636,42,Chapra,No,Post Graduate,RAJEEV PRATAP RUDY in Lok Sabha 2004,0,Y,BJP,6175896,1172932,http://myneta.info/compare_profile.php?group_id=9xHz7ycaC9Zm4oEYPW7D,http://myneta.info/loksabha2004/candidate.php?candidate_id=560
637,84,ALDONA,No,Graduate Professional,Wilfred Dsouza in Goa 2012,0,Y,AITC,63772855,0,http://myneta.info/compare_profile.php?group_id=XCqkWysgUEtcHuYgs7f,http://myneta.info/goa2012/candidate.php?candidate_id=86
638,80,Saligao,No,Graduate Professional,D SOUZA WILFRED in Goa 2007,0,Y,NCP,51525211,0,http://myneta.info/compare_profile.php?group_id=XCqkWysgUEtcHuYgs7f,http://myneta.info/goa2007/candidate.php?candidate_id=53
639,76,Panaji,No,Graduate Professional,DSOUZA WILFRED in Lok Sabha 2004,0,Y,NCP,17153854,44045,http://myneta.info/compare_profile.php?group_id=XCqkWysgUEtcHuYgs7f,http://myneta.info/loksabha2004/candidate.php?candidate_id=1025
643,32,DINDORI,No,Graduate Professional,Gaikwad Abhijeet Kalyanrao in Loksabha 2014,0,Y,IND,200000,0,http://myneta.info/compare_profile.php?group_id=WjhHfuLisCmz4bkA9zmH,http://myneta.info/ls2014/candidate.php?candidate_id=5831
644,32,YEVLA,No,Graduate Professional,Gaikwad Abhijeet Kalyanrao in Maharashtra Election 2014,0,Y,IND,203500,0,http://myneta.info/compare_profile.php?group_id=WjhHfuLisCmz4bkA9zmH,http://myneta.info/maharashtra2014/candidate.php?candidate_id=1747
645,58,JALGAON,Yes,Graduate,Dr.Satish Bhaskarrao Patil in Loksabha 2014,1,Y,NCP,46486689,7296297,http://myneta.info/compare_profile.php?group_id=SDF2wLoiHRvaLcqNNpB,http://myneta.info/ls2014/candidate.php?candidate_id=5835
646,57,ERANDOL,Yes,Graduate Professional,Satish Bhaskarrao Patil in Maharashtra Election 2014,1,Y,NCP,43772001,9207830,http://myneta.info/compare_profile.php?group_id=SDF2wLoiHRvaLcqNNpB,http://myneta.info/maharashtra2014/candidate.php?candidate_id=312
647,55,DARBHANGA,Yes,Graduate,Kirti Azad in Loksabha 2014,4,Y,BJP,28531267,431860,http://myneta.info/compare_profile.php?group_id=qYPnodrtgRQRHgZa3RMC,http://myneta.info/ls2014/candidate.php?candidate_id=6166
648,48,Darbhanga,Yes,Graduate,KIRTI AZAD in Lok Sabha 2009,3,Y,BJP,9789047,0,http://myneta.info/compare_profile.php?group_id=qYPnodrtgRQRHgZa3RMC,http://myneta.info/ls2009/candidate.php?candidate_id=3112
649,43,Darbhanga,Yes,Graduate,KIRTI AZAD in Lok Sabha 2004,1,Y,BJP,5389512,0,http://myneta.info/compare_profile.php?group_id=qYPnodrtgRQRHgZa3RMC,http://myneta.info/loksabha2004/candidate.php?candidate_id=569
650,76,Shimoga,No,Graduate,S Bangarappa in Lok Sabha 2009,0,Y,INC,6754817,0,http://myneta.info/compare_profile.php?group_id=8aRwiNareMmgPjakWdD,http://myneta.info/ls2009/candidate.php?candidate_id=2247
651,76,Shikaripura,No,Graduate,S.BANGARAPPA in Karnataka 2008,0,Y,SP,1711617,0,http://myneta.info/compare_profile.php?group_id=8aRwiNareMmgPjakWdD,http://myneta.info/karnatka2008/candidate.php?candidate_id=1175
