,Age,Constituency,Criminal_Cases,Education_Level,Name,Number_of_Cases,PAN_Given_(Y_or_N),Party_Code,Total_Assets,Total_Liabilities,common_link,elec_link
5061,45,Kagal,No,Post Graduate,Sanjaysinh (Dada) Sadashivrao Mandalik in Maharashtra 2009,0,Y,IND,3757042,70336,http://myneta.info/compare_profile.php?group_id=HxHZUZYuMryvezh8Kc8,http://myneta.info/mh2009/candidate.php?candidate_id=3502
5064,50,BHUBANESWAR,No,10th Pass,Sunjoy Hans in Loksabha 2014,0,Y,Aama Odisha Party,659112136,143674099,http://myneta.info/compare_profile.php?group_id=TxmueGevQS3smWtEhXab,http://myneta.info/ls2014/candidate.php?candidate_id=3348
5065,50,EKAMRABHUBANESHWAR,No,10th Pass,Sunjoy Hans in Odisha 2014,0,Y,Aama Odisha Party,659112136,143674100,http://myneta.info/compare_profile.php?group_id=TxmueGevQS3smWtEhXab,http://myneta.info/odisha2014/candidate.php?candidate_id=1438
5070,55,Deoria,Yes,Graduate,BALESHWAR YADAV in Lok Sabha 2009,2,Y,INC,7509000,0,http://myneta.info/compare_profile.php?group_id=Vh34Dsssef5Xc7Vgthag,http://myneta.info/ls2009/candidate.php?candidate_id=1855
5071,49,Padrauna,No,Graduate,BALESHWAR YADAV in Lok Sabha 2004,0,Y,National Loktantrik Party,6907100,500000,http://myneta.info/compare_profile.php?group_id=Vh34Dsssef5Xc7Vgthag,http://myneta.info/loksabha2004/candidate.php?candidate_id=4756
5078,44,RAJAHMUNDRY,Yes,Graduate Professional,Meda Srinivas in Loksabha 2014,4,Y,Rashtriya Praja Congress (Secular),21005000,0,http://myneta.info/compare_profile.php?group_id=hGHoahaFC7RHB2nGbyAU,http://myneta.info/ls2014/candidate.php?candidate_id=8509
5079,39,RAJAHMUNDRY CITY,Yes,Graduate Professional,Meda Srinivasu in Andhra Pradesh 2009,8,Y,RPC(S),5238000,48000,http://myneta.info/compare_profile.php?group_id=hGHoahaFC7RHB2nGbyAU,http://myneta.info/ap09/candidate.php?candidate_id=2812
5080,29,CHAMARAJANAGAR,No,12th Pass,Pradeep Kumar M in Loksabha 2014,0,Y,Karunaadu Party,45000,0,http://myneta.info/compare_profile.php?group_id=YhUqyKNNitg93C78nSD,http://myneta.info/ls2014/candidate.php?candidate_id=1208
5081,28,HANUR,No,10th Pass,Pradeepkumar. M. in Karnataka 2013,0,Y,IND,20000,0,http://myneta.info/compare_profile.php?group_id=YhUqyKNNitg93C78nSD,http://myneta.info/karnataka2013/candidate.php?candidate_id=1850
5082,63,Uluberia,No,Post Graduate,HANNAN MOLLAH in Lok Sabha 2009,0,Y,CPM,6208199,0,http://myneta.info/compare_profile.php?group_id=XtLhttHwwc8j6YWXgiVG,http://myneta.info/ls2009/candidate.php?candidate_id=7369
5083,58,Uluberia,No,Post Graduate,Hannan Mollah in Lok Sabha 2004,0,Y,CPM,621879,0,http://myneta.info/compare_profile.php?group_id=XtLhttHwwc8j6YWXgiVG,http://myneta.info/loksabha2004/candidate.php?candidate_id=5423
5089,38,NARASARAOPET,No,10th Pass,Jangala Singaraiah in Loksabha 2014,0,Y,IND,2181102,112625,http://myneta.info/compare_profile.php?group_id=S6CtTPAq89voSa6X6Fq,http://myneta.info/ls2014/candidate.php?candidate_id=8500
5090,38,GURAJALA,No,10th Pass,Jangala Singaraiah in Andhra Pradesh 2014,0,Y,SP,2181102,112625,http://myneta.info/compare_profile.php?group_id=S6CtTPAq89voSa6X6Fq,http://myneta.info/andhra2014/candidate.php?candidate_id=2649
5091,42,DARBHANGA,Yes,Post Graduate,"Durganand Mahavir Nayak, in Loksabha 2014",2,Y,BSP,63562000,304995,http://myneta.info/compare_profile.php?group_id=PHn2ZxBEYHrgKivE2gq6,http://myneta.info/ls2014/candidate.php?candidate_id=6174
5092,37,Darbhanga,Yes,Graduate Professional,DURGANAND MAHAVIR NAYAK in Lok Sabha 2009,1,Y,BJJD,2115000,207807,http://myneta.info/compare_profile.php?group_id=PHn2ZxBEYHrgKivE2gq6,http://myneta.info/ls2009/candidate.php?candidate_id=3116
5093,61,BHADOHI,No,Graduate Professional,Tej Bahadur Yadav in Loksabha 2014,0,Y,JD(U),5436460,0,http://myneta.info/compare_profile.php?group_id=R9At62UaoRipbRFRbKqp,http://myneta.info/ls2014/candidate.php?candidate_id=8050
5094,59,GYANPUR,No,Graduate Professional,Tejbahadur Yadav in Uttar Pradesh 2012,0,Y,JD(U),3703319,0,http://myneta.info/compare_profile.php?group_id=R9At62UaoRipbRFRbKqp,http://myneta.info/up2012/candidate.php?candidate_id=703
