,Unnamed: 0,Age,Assets_Rs,Constituency,Criminal_Cases,Education,Liabilities_Rs,Link,Name,Party,State,Winner,Year,full_link,Cogniz,Convict,Framed,Other_years,Total_Wins,History,Years_since,Incumbent,Other_elec,Common_link
16579,2,44,45000.0,886,0,9,0,candidate.php?candidate_id=744,BHOLA RAM,166,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=744,0.0,0.0,0.0,,,,,,,
16580,3,61,3013957.0,886,0,11,0,candidate.php?candidate_id=745,DALIT PASWAN,310,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=745,0.0,0.0,0.0,,,,,,,
16581,4,34,35200.0,886,0,9,0,candidate.php?candidate_id=747,HARI CHOUDHARY,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=747,0.0,0.0,0.0,,,,,,,
16582,5,26,0.0,886,0,9,0,candidate.php?candidate_id=751,MAHENDRA PASWAN,362,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=751,0.0,0.0,0.0,,,,,,,
16583,6,37,20000.0,886,1,10,0,candidate.php?candidate_id=746,MEWALAL RAJWANSHI,248,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=746,1.0,0.0,0.0,,,,,,,
16584,7,29,413000.0,886,0,11,0,candidate.php?candidate_id=753,NAGANDRA KUMAR VIKAL,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=753,0.0,0.0,0.0,,,,,,,
16585,8,47,0.0,886,0,5,0,candidate.php?candidate_id=754,POLISH KUMAR DAS,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=754,0.0,0.0,0.0,,,,,,,
16586,9,33,590000.0,886,0,5,0,candidate.php?candidate_id=748,PRAMOD KUMAR AKELA,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=748,0.0,0.0,0.0,,,,,,,
16587,10,39,48400.0,886,0,1,0,candidate.php?candidate_id=752,RAGHUNANDAN MOCHI,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=752,0.0,0.0,0.0,,,,,,,
16588,11,43,3401950.0,886,0,4,50000,candidate.php?candidate_id=742,SANJAY PASWAN,132,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=742,0.0,0.0,0.0,,,,,,,
16589,12,39,163000.0,886,0,0,0,candidate.php?candidate_id=750,SHIVLAL RAJAK,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=750,0.0,0.0,0.0,,,,,,,
16590,13,34,79200.0,886,0,5,0,candidate.php?candidate_id=749,VIJAY RAVIDAS,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=749,0.0,0.0,0.0,,,,,,,
16591,0,47,1400031.0,948,0,5,204942,candidate.php?candidate_id=755,RAM KRIPAL YADAV,615,4,1,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=755,0.0,0.0,0.0,"['09', '2014', '2004']",0.0,1.0,1995.0,False,3.0,http://myneta.info/compare_profile.php?group_id=V467DWKuon4G3vrLSbgE
16592,1,34,233764.0,948,0,5,0,candidate.php?candidate_id=767,AMIT KUMAR ALBELA,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=767,0.0,0.0,0.0,,,,,,,
16593,2,68,27229546.0,948,0,6,4991863,candidate.php?candidate_id=756,C. P. THAKUR,132,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=756,0.0,0.0,0.0,,,,,,,
16594,3,54,665000.0,948,0,5,0,candidate.php?candidate_id=769,DWARIKA SINGH,836,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=769,0.0,0.0,0.0,,,,,,,
16595,4,42,0.0,948,0,0,0,candidate.php?candidate_id=760,JITENDRA THAKUR,18,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=760,0.0,0.0,0.0,,,,,,,
16596,5,74,0.0,948,0,9,0,candidate.php?candidate_id=763,KAMESHWAR PRASAD SINGHA,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=763,0.0,0.0,0.0,,,,,,,
16597,6,25,0.0,948,0,9,0,candidate.php?candidate_id=773,KUNJ BIHARI,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=773,0.0,0.0,0.0,,,,,,,
16598,7,36,20000.0,948,0,3,0,candidate.php?candidate_id=761,MANOJ KUMAR,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=761,0.0,0.0,0.0,,,,,,,
16599,8,43,950000.0,948,0,6,0,candidate.php?candidate_id=759,MANOJ KUMAR SINGH,166,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=759,0.0,0.0,0.0,,,,,,,
16600,9,45,586739.0,948,0,5,0,candidate.php?candidate_id=764,MD. SHAHABUDDIN,749,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=764,0.0,0.0,0.0,,,,,,,
16601,10,70,431900.0,948,0,7,0,candidate.php?candidate_id=770,N. M. BAJORIYA,5,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=770,0.0,0.0,0.0,,,,,,,
16602,11,52,2703000.0,948,0,9,100,candidate.php?candidate_id=771,OM PRAKASH SINHA,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=771,0.0,0.0,0.0,,,,,,,
16603,12,39,599000.0,948,0,10,0,candidate.php?candidate_id=768,RADHEY SHYAM GUPTA ALIAS RADHE SHYAM,346,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=768,0.0,0.0,0.0,,,,,,,
16604,13,42,0.0,948,0,9,0,candidate.php?candidate_id=776,RAM KUMAR SINGH,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=776,0.0,0.0,0.0,,,,,,,
16605,14,65,0.0,948,0,9,0,candidate.php?candidate_id=766,RAM NAGINA CHOUDHARY,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=766,0.0,0.0,0.0,,,,,,,
16606,15,69,100000.0,948,0,10,0,candidate.php?candidate_id=775,RAMA NAND SINHA,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=775,0.0,0.0,0.0,,,,,,,
16607,16,55,6466000.0,948,0,10,0,candidate.php?candidate_id=757,RANJAN PRASAD YADAV,751,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=757,0.0,0.0,0.0,"['2014', '2009', '2004']",0.0,0.0,2004.0,False,3.0,http://myneta.info/compare_profile.php?group_id=Sp4g6hESmBqQzmiRCm6
16608,17,0,50000.0,948,0,1,0,candidate.php?candidate_id=762,RAVI SHANKAR KUSHWAHA,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=762,0.0,0.0,0.0,,,,,,,
16609,18,39,54500.0,948,0,11,0,candidate.php?candidate_id=777,SHAJAD ALAM,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=777,0.0,0.0,0.0,,,,,,,
16610,19,37,0.0,948,0,9,0,candidate.php?candidate_id=774,SHATRUDHAN SHARMA,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=774,0.0,0.0,0.0,,,,,,,
16611,20,26,0.0,948,0,9,0,candidate.php?candidate_id=765,SUNIL KUMAR CHOUDHARY NISHAD,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=765,0.0,0.0,0.0,,,,,,,
16612,21,46,595000.0,948,0,5,4260,candidate.php?candidate_id=772,SUNIL KUMAR SINGH,622,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=772,0.0,0.0,0.0,,,,,,,
16613,22,39,0.0,948,0,5,0,candidate.php?candidate_id=758,VIDYA NAND VIKAL,248,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=758,0.0,0.0,0.0,,,,,,,
16614,0,44,30654143.0,967,0,1,731440,candidate.php?candidate_id=778,UDAY SINGH,132,4,1,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=778,0.0,0.0,0.0,"['2014', '2009', '2004']",0.0,0.0,2004.0,False,3.0,http://myneta.info/compare_profile.php?group_id=puLJMEJsKC2JkNgH5os
16615,1,34,273000.0,967,24,8,0,candidate.php?candidate_id=783,AWADESH KU MANDAL,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=783,24.0,0.0,0.0,,,,,,,
16616,2,36,10762267.0,967,0,11,0,candidate.php?candidate_id=781,DR. IRSHAD AHMAD KHAN,749,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=781,0.0,0.0,0.0,,,,,,,
16617,3,50,11732223.0,967,0,1,295345,candidate.php?candidate_id=786,JAI KRISHNA MANDAL,731,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=786,0.0,0.0,0.0,,,,,,,
16618,4,42,398000.0,967,0,0,0,candidate.php?candidate_id=780,JIWACHHA PASWAN,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=780,0.0,0.0,0.0,,,,,,,
16619,5,60,10280883.0,967,0,5,579000,candidate.php?candidate_id=789,LALIT MOHAN SINGH,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=789,0.0,0.0,0.0,,,,,,,
16620,6,47,1200000.0,967,1,5,976536,candidate.php?candidate_id=788,MADHAVI SARKAR,248,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=788,1.0,0.0,0.0,,,,,,,
16621,7,61,302550.0,967,0,2,0,candidate.php?candidate_id=790,MD. RIAUZUDDIN,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=790,0.0,0.0,0.0,,,,,,,
16622,8,29,214485.0,967,0,9,0,candidate.php?candidate_id=785,NEELAM DEVI,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=785,0.0,0.0,0.0,,,,,,,
16623,9,32,63000.0,967,0,5,5078,candidate.php?candidate_id=791,PRAKASH KUMAR SINGH,18,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=791,0.0,0.0,0.0,,,,,,,
16624,10,27,75795.0,967,0,11,0,candidate.php?candidate_id=782,RAJ KUMAR HEMBRAM,341,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=782,0.0,0.0,0.0,,,,,,,
16625,11,37,3114000.0,967,27,1,1034419,candidate.php?candidate_id=779,RAJESH RANJAN ALIAS PAPPU YADAV,426,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=779,27.0,0.0,0.0,"['2014', '2004']",0.0,0.0,2004.0,False,2.0,http://myneta.info/compare_profile.php?group_id=yFUCx7G2obUN75yUrBkd
16626,12,38,7300.0,967,0,5,0,candidate.php?candidate_id=784,SATYA NARAYAN RAM,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=784,0.0,0.0,0.0,,,,,,,
16627,13,44,394197.0,967,0,9,0,candidate.php?candidate_id=787,SYED SAHID RAJA,166,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=787,0.0,0.0,0.0,,,,,,,
16628,14,54,2473333.0,967,0,5,50000,candidate.php?candidate_id=792,UPENDRA NATH SAGAR,622,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=792,0.0,0.0,0.0,,,,,,,
16629,0,43,4204913.0,1025,0,0,0,candidate.php?candidate_id=793,RAM CHANDRA PASWAN,426,4,1,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=793,0.0,0.0,0.0,"['2014', '2010', '2009', '2004']",0.0,0.0,2004.0,False,4.0,http://myneta.info/compare_profile.php?group_id=GuLcfbv6mpXNGxDarSuF
16630,1,50,1537925.0,1025,1,5,368684,candidate.php?candidate_id=794,DASHAI CHAUDHARY,340,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=794,1.0,0.0,0.0,,,,,,,
16631,2,62,320000.0,1025,0,0,0,candidate.php?candidate_id=799,GULAB PASWAN,18,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=799,0.0,0.0,0.0,,,,,,,
16632,3,33,106000.0,1025,0,5,20000,candidate.php?candidate_id=796,HALCHAL RAM,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=796,0.0,0.0,0.0,,,,,,,
16633,4,69,22000.0,1025,0,9,0,candidate.php?candidate_id=802,KEDAR PASWAN,740,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=802,0.0,0.0,0.0,,,,,,,
16634,5,29,0.0,1025,0,5,0,candidate.php?candidate_id=801,KRIPANATH RAM,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=801,0.0,0.0,0.0,,,,,,,
16635,6,33,0.0,1025,1,0,0,candidate.php?candidate_id=795,LAL BAHADUR SADA,248,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=795,1.0,0.0,0.0,,,,,,,
16636,7,41,24282.0,1025,7,0,0,candidate.php?candidate_id=800,NANDJEE RAM,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=800,7.0,0.0,0.0,,,,,,,
16637,8,30,335000.0,1025,0,6,0,candidate.php?candidate_id=798,SANATAN KUMAR SATHI,166,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=798,0.0,0.0,0.0,,,,,,,
16638,9,35,124000.0,1025,0,11,80000,candidate.php?candidate_id=797,SATRUDHAN KUMAR PASWAN,749,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=797,0.0,0.0,0.0,,,,,,,
16639,0,31,2549000.0,1078,0,1,0,candidate.php?candidate_id=803,RANJEET RANJAN,426,4,1,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=803,0.0,0.0,0.0,,,,,,,
16640,1,66,1240000.0,1078,0,0,0,candidate.php?candidate_id=812,DEONARAYAN DAS,740,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=812,0.0,0.0,0.0,,,,,,,
16641,2,0,15000.0,1078,2,0,0,candidate.php?candidate_id=807,DEVENDRA MUKHIA,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=807,2.0,0.0,0.0,,,,,,,
16642,3,51,4396467.0,1078,1,0,448483,candidate.php?candidate_id=804,DINESH CHANDRA YADAV,340,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=804,1.0,0.0,0.0,"['2014', '2009', '2005', '2004']",0.0,0.0,2004.0,False,4.0,http://myneta.info/compare_profile.php?group_id=cJjv6aCYk2etRwn4NCAW
16643,4,45,379000.0,1078,0,10,0,candidate.php?candidate_id=809,MOHAN KAMAT,18,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=809,0.0,0.0,0.0,,,,,,,
16644,5,62,1510000.0,1078,0,10,0,candidate.php?candidate_id=811,MOHD. KAMAL UDDIN,345,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=811,0.0,0.0,0.0,,,,,,,
16645,6,47,33500.0,1078,0,0,0,candidate.php?candidate_id=810,RAMDEO SHARMA,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=810,0.0,0.0,0.0,,,,,,,
16646,7,44,2732736.0,1078,0,11,80000,candidate.php?candidate_id=806,SHIV SHANKAR THAKUR,749,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=806,0.0,0.0,0.0,,,,,,,
16647,8,35,156380.0,1078,0,11,15000,candidate.php?candidate_id=805,SURESH KUMAR AZAD,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=805,0.0,0.0,0.0,,,,,,,
16648,9,41,9757200.0,1078,0,6,0,candidate.php?candidate_id=808,SURESH PRASAD MEHTA,166,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=808,0.0,0.0,0.0,,,,,,,
16649,0,35,6794434.0,1083,0,6,0,candidate.php?candidate_id=813,ALOK KUMAR MEHTA,615,4,1,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=813,0.0,0.0,0.0,"['2014', '2004']",0.0,0.0,2004.0,False,2.0,http://myneta.info/compare_profile.php?group_id=7oW3dA7wYvLarZ3vzb
16650,1,49,595000.0,1083,0,10,296000,candidate.php?candidate_id=825,ARUN KUMAR THAKUR,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=825,0.0,0.0,0.0,,,,,,,
16651,2,34,1150000.0,1083,0,0,0,candidate.php?candidate_id=819,BIRESH CHAUDHARY,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=819,0.0,0.0,0.0,,,,,,,
16652,3,55,705750.0,1083,0,2,0,candidate.php?candidate_id=822,DEWAKI SAH,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=822,0.0,0.0,0.0,,,,,,,
16653,4,67,1680000.0,1083,0,0,0,candidate.php?candidate_id=823,RAJENDRA PRASAD YADAV,749,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=823,0.0,0.0,0.0,,,,,,,
16654,5,54,11227600.0,1083,0,1,25000,candidate.php?candidate_id=814,RAM CHANDRA SINGH,340,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=814,0.0,0.0,0.0,,,,,,,
16655,6,36,159500.0,1083,0,5,0,candidate.php?candidate_id=824,RAMA SHANKAR RAM,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=824,0.0,0.0,0.0,,,,,,,
16656,7,61,811201.0,1083,0,0,19518,candidate.php?candidate_id=816,RAMCHANDRA MAHTO,244,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=816,0.0,0.0,0.0,,,,,,,
16657,8,62,360807.0,1083,0,1,0,candidate.php?candidate_id=820,RAMPRIT THAKUR,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=820,0.0,0.0,0.0,,,,,,,
16658,9,33,105000.0,1083,0,0,0,candidate.php?candidate_id=821,SAIYDUL ZAFAR ANSARI,166,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=821,0.0,0.0,0.0,,,,,,,
16659,10,38,917000.0,1083,1,11,133000,candidate.php?candidate_id=815,SHEEL KUMAR Rai,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=815,1.0,0.0,0.0,"['2009', '2004']",0.0,0.0,2004.0,False,2.0,http://myneta.info/compare_profile.php?group_id=9uVCSvgmos94anZPSDvf
16660,11,55,56000.0,1083,0,5,0,candidate.php?candidate_id=817,SHYAM NARAYAN ROY,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=817,0.0,0.0,0.0,,,,,,,
16661,12,69,1389934.0,1083,0,4,0,candidate.php?candidate_id=818,SURENDRA PRASAD,248,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=818,0.0,0.0,0.0,,,,,,,
16662,0,57,28956730.0,1091,0,11,3600000,candidate.php?candidate_id=826,MEIRA KUMAR,311,4,1,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=826,0.0,0.0,0.0,"['2014', '2009', '2004']",0.0,0.0,2004.0,False,3.0,http://myneta.info/compare_profile.php?group_id=X2JQh23AtYUcFQFEZq3
16663,1,42,1275000.0,1091,0,5,80000,candidate.php?candidate_id=830,ASHOK KUMAR,731,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=830,0.0,0.0,0.0,,,,,,,
16664,2,34,38000.0,1091,1,1,0,candidate.php?candidate_id=829,DUKHI RAM,248,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=829,1.0,0.0,0.0,,,,,,,
16665,3,37,158195.0,1091,0,0,372000,candidate.php?candidate_id=828,MADAN RAM,166,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=828,0.0,0.0,0.0,,,,,,,
16666,4,65,5436933.0,1091,0,11,786779,candidate.php?candidate_id=827,MUNI LALL,132,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=827,0.0,0.0,0.0,,,,,,,
16667,5,40,50000.0,1091,0,4,0,candidate.php?candidate_id=836,PHEKHU RAM,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=836,0.0,0.0,0.0,,,,,,,
16668,6,54,0.0,1091,0,11,0,candidate.php?candidate_id=834,RAM BACHAN RAM,749,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=834,0.0,0.0,0.0,,,,,,,
16669,7,53,10000.0,1091,0,2,0,candidate.php?candidate_id=832,SHIV KUMAR MUSHEHAR,18,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=832,0.0,0.0,0.0,,,,,,,
16670,8,41,0.0,1091,0,1,0,candidate.php?candidate_id=831,SUDARSHAN RAM,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=831,0.0,0.0,0.0,,,,,,,
16671,9,44,120000.0,1091,0,0,0,candidate.php?candidate_id=835,TENGAR PASWAN,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=835,0.0,0.0,0.0,,,,,,,
16672,10,33,211200.0,1091,0,0,0,candidate.php?candidate_id=833,VASHISHTH PASWAN,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=833,0.0,0.0,0.0,,,,,,,
16673,0,55,4624000.0,1102,0,5,0,candidate.php?candidate_id=837,SITARAM SINGH,615,4,1,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=837,0.0,0.0,0.0,"['2009', '2004']",0.0,0.0,2004.0,False,2.0,http://myneta.info/compare_profile.php?group_id=yFmvnXasfPwEWopwMCLu
16674,1,33,50000.0,1102,0,0,0,candidate.php?candidate_id=844,AJAY KUMAR PANDEY,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=844,0.0,0.0,0.0,,,,,,,
16675,2,44,1066000.0,1102,32,1,658785,candidate.php?candidate_id=839,ANAND MOHAN SINGH,152,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=839,32.0,0.0,0.0,,,,,,,
16676,3,55,1027241.0,1102,6,10,433400,candidate.php?candidate_id=838,MOHAMMAD ANWARUL HAQ,132,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=838,6.0,0.0,0.0,,,,,,,
16677,4,59,1000000.0,1102,0,5,0,candidate.php?candidate_id=843,RAJENDRA SINGH VISMIL,749,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=843,0.0,0.0,0.0,,,,,,,
16678,5,34,239000.0,1102,1,9,0,candidate.php?candidate_id=840,RAM EKBAL RAI,166,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=840,1.0,0.0,0.0,,,,,,,
16679,6,29,431000.0,1102,0,11,0,candidate.php?candidate_id=841,RAM SWARTH SAH,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=841,0.0,0.0,0.0,,,,,,,
16680,7,40,182500.0,1102,1,5,0,candidate.php?candidate_id=845,SITARAM SINGH,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=845,1.0,0.0,0.0,,,,,,,
16681,8,39,523551.0,1102,0,5,0,candidate.php?candidate_id=842,SUNIL SINGH,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=842,0.0,0.0,0.0,,,,,,,
16682,0,56,4805008.0,1118,2,6,404410,candidate.php?candidate_id=846,SITARAM YADAV,615,4,1,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=846,2.0,0.0,0.0,"['2014', '2009', '2004']",0.0,0.0,2004.0,False,3.0,http://myneta.info/compare_profile.php?group_id=wNZarHmpkAJURphTGgG
16683,1,34,417000.0,1118,0,1,25000,candidate.php?candidate_id=854,AWADH KISHORE YADAV,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=854,0.0,0.0,0.0,,,,,,,
16684,2,62,250000.0,1118,0,0,0,candidate.php?candidate_id=856,KAMLA KANT MISHRA,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=856,0.0,0.0,0.0,,,,,,,
16685,3,66,0.0,1118,0,9,0,candidate.php?candidate_id=853,MOHAMMAD SAGIR,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=853,0.0,0.0,0.0,,,,,,,
16686,4,41,10000.0,1118,0,1,0,candidate.php?candidate_id=850,NAJMUJJAMA,166,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=850,0.0,0.0,0.0,,,,,,,
16687,5,46,6055791.0,1118,1,6,1166462,candidate.php?candidate_id=847,NAVAL KISHORE RAI,340,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=847,1.0,0.0,0.0,,,,,,,
16688,6,58,64500.0,1118,0,11,0,candidate.php?candidate_id=849,NAWAL KISHOR SAHI,731,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=849,0.0,0.0,0.0,,,,,,,
16689,7,66,30941700.0,1118,0,6,460000,candidate.php?candidate_id=848,RAJNI RANJAN SAHU,749,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=848,0.0,0.0,0.0,,,,,,,
16690,8,62,499782.0,1118,0,9,0,candidate.php?candidate_id=855,RAMASHRAYA RAI,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=855,0.0,0.0,0.0,,,,,,,
16691,9,0,0.0,1118,0,9,0,candidate.php?candidate_id=858,RATNESHWAR MISHRA,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=858,0.0,0.0,0.0,,,,,,,
16692,10,39,70000.0,1118,0,0,32000,candidate.php?candidate_id=851,SITARAM RAI,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=851,0.0,0.0,0.0,,,,,,,
16693,11,56,738000.0,1118,0,2,0,candidate.php?candidate_id=852,SONE LAL SAH,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=852,0.0,0.0,0.0,,,,,,,
16694,12,37,2000.0,1118,0,9,7500,candidate.php?candidate_id=857,UTTAM LAL DAS,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=857,0.0,0.0,0.0,,,,,,,
16695,0,38,3447000.0,1122,19,4,428930,candidate.php?candidate_id=859,MOHAMMAD SHAHABUDDIN,615,4,1,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=859,19.0,0.0,0.0,,,,,,,
16696,1,44,417367.0,1122,7,7,497028,candidate.php?candidate_id=861,AMAR NATH YADAV,248,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=861,7.0,0.0,0.0,,,,,,,
16697,2,29,345000.0,1122,0,8,0,candidate.php?candidate_id=865,ASHOK RAM,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=865,0.0,0.0,0.0,,,,,,,
16698,3,52,327959.0,1122,0,5,15000,candidate.php?candidate_id=866,NASIR KHAN,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=866,0.0,0.0,0.0,,,,,,,
16699,4,44,931000.0,1122,0,6,0,candidate.php?candidate_id=860,OM PRAKASH YADAV,340,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=860,0.0,0.0,0.0,,,,,,,
16700,5,44,510.0,1122,0,5,0,candidate.php?candidate_id=864,PREM CHAND TIWARI,312,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=864,0.0,0.0,0.0,,,,,,,
16701,6,62,201477.0,1122,0,10,0,candidate.php?candidate_id=862,RAMPRIT GOD,283,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=862,0.0,0.0,0.0,,,,,,,
16702,7,56,230000.0,1122,1,5,40500,candidate.php?candidate_id=863,SHANKAR PRASAD YADAV,166,4,0,2004,http://myneta.info/loksabha2004/candidate.php?candidate_id=863,1.0,0.0,0.0,,,,,,,
