,IPC_sections,Other,serial_no,type,url,year_election
2301,"[147, 148, 149, 330, 342, 304]"," Section 30A Act, Criminal Case No.15A/1994, Case No.2658/2002/95, Cog. Date 08.06.95, ACJM-17 Gorakhpur ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=9255,2014
2302,"[147, 148, 323, 504, 506, 452]"," Case No.1666/06, Date 06.08.2004, FIR No.17.02.2004, Criminal Case No.79/2004, ACGM-17 Gorakhpur, Thana-Sahjangawa, Janpad-Gorakhpur ", 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=9255,2014
2303,"[341, 148]"," Case No.3128/2002, Criminal Case No.377/1998, Complaint 14.05.1999, Thana-Sahjangawa Gorakhpur ", 3,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=9255,2014
2304,"[419, 420, 467, 468, 471]"," Criminal Case No. 399/13, Police Station Sahjanwa Gorakhpur, Date 27.4.2013 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=9255,2014
2305,"[147, 148, 149, 323, 326, 307]"," 25/27 ARMS ACT.9(B)(II) IE ACT.BERHAMPURE P.S CASE NO 5/1981 DT. 03.03.1981 GR. NO 261/18, 14th Auguset 1989(S.D.J.M. BERHAMPOR COURT) ", 1,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=5143,2004
2306,"[302, 120 (B), 109]"," BERHAMPORE P.S CASE NO 3/85, DT. 03-08-1985, G.R. NO 725/85, 14 june 1990(S.D.J.M BERHAMPORE COURT)  ", 2,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=5143,2004
2307,"[115, 120B, 506]"," NABAGRAM P.S CASE NO 63/96 DT. 10-07-96, G.R. NO 424/96 26th MARCH 1997 (S.D.J.M. LALBAG COURT) ", 3,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=5143,2004
2308,"[147, 148, 149, 323]"," Case No 2998/11, Judicial Magistrate Bhilai ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=4674,2014
2309,[]," Case No. 263/03 Thana Shankhajur, District Kaker (C.G) ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=4675,2014
2310,"[143, 147, 149, 353, 506]"," Regular Criminal Case No.615/2006, Date 21.06.2006 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3793,2009
2311,"[452, 332, 353, 341, 342, 143, 147, 149, 506]"," Regular Criminal Case No.249/2008, Date 18.04.2008 ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3793,2009
2312,"[147, 148, 332]", 3 of PDPP Act , 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1519,2009
2313,"[143, 147, 149, 283, 353]"," 219/2002,34 k p Act ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1519,2009
2314,"[143, 283, 144, 147, 149]", 146/2003 , 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1519,2009
2315,"[143, 147, 149, 180, 283, 353]", 140/2004 , 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1519,2009
2316,"[143, 147, 283, 186, 149]", 322/2005 , 5,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1519,2009
2317,"[143, 144, 145, 147, 148, 152, 332, 333, 353, 307, 120 B, 149]"," 112/2003,3(1)PDPP Act ", 6,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1519,2009
2318,[]," Sec. 147,174, of Indian Railway Act, Case no. 1030/2007 ", 7,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1519,2009
2319,[]," Sec. 147,174, of Indian Railway Act, Case no.01/2007, ", 8,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1519,2009
2320,"[147, 148, 332]", 3 of PDPP Act 366/2003 , 9,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1519,2009
2321,"[143, 147, 149, 283, 353]"," 371/2003, 34 KP Act ", 10,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1519,2009
2322,"[143, 283, 144, 147, 149]", 827/2003 , 11,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1519,2009
2323,"[143, 147, 149, 188, 283, 353]", 389/2004 , 12,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1519,2009
2324,"[143, 147, 283, 186, 149]"," 252/2006, ", 13,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1519,2009
2325,"[143, 144, 145, 147, 148, 152, 332, 333, 353, 307, 120B, 149]", 26/2004 3(1)PDPP Act , 14,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1519,2009
2326,[]," Sec. 147,174A, of Indian Railway Act, Case no.38/2007 ", 15,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1519,2009
2327,[]," Sec. 147,174A, of Indian Railway Act, Case no. 76/2008, ", 16,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1519,2009
2328,"[419, 420, 365, 323, 506(ii), 362A, 120B]"," 3 r/w 25(1) (1- B) of Arms Act, And 5 r/w 9 (B) (1)(b) of  Explosives Act, Case No. 164/2007 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=8812,2009
2329,[186]," Case No. 270/2001, Judicial Magistrate of First Class Udaipurwati ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5829,2009
2330,"[143, 188, 283, 341]"," Special CJM, Allahabad
Case NO.703/2004
Criminal Case NO.177/2003
Date of Cog.-25/03/2004 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8081,2014
2331,"[302, 120B]"," Section 7 C. L. A. Act, Criminal Case No.470/11, PS.- Kokhraj, Janpad-Kaushambi, UP, CJM, Kaushambi, Date of Cog.-07/11/2013 Present Pending in Additional District and Sessions Judge II Kaushambi, ST No.37/2014 ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8081,2014
2332,"[153A, 188]"," Criminal Case No.571/11, PS.-Kokhraj, Kaushambi, UP ", 3,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8081,2014
2333,"[147, 148, 153, 153A, 352, 188, 323, 504, 506]"," Section 7 C.L.Act, PS.-Manjhanpur, Kaushambi, UP, CJM , Criminal Case NO.218/11, Case No.2187/2012, Cog. Date 07.05.2012 ", 4,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8081,2014
2334,"[147, 295A, 153A]"," Criminal Case No.82/08, PS.-Mohd.pur Paisa, Kaushambi, UP, CJM Kaushambi, Case No.1281/2002, Cog. Date 05/12/2008 ", 5,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8081,2014
2335,"[420, 467, 465, 171, 188]"," Criminal Case No.83/08, PS.-Mohd.pur, paisa, Kaushambi, UP, CJM Kaushambi Case No.2715/08, Date of Cog.-24/11/2008 ", 6,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8081,2014
2336,"[147, 352, 323, 504, 506, 392]"," Criminal Case No.72A/2013, PS.-Manjhanpur, Kaushambi, UP ", 7,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8081,2014
2337,"[153A, 353, 186, 504, 147, 332]"," Section 7 C. L. A. Act, PS.-Pashchim Vihar, Kaushambi, UP Criminal Case No.77/96 ", 8,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8081,2014
2338,"[147, 323, 504, 427, 353, 506, 380]"," Section 3/5 Prevention of Public Property Damage Act and Section 7 C. L. A. Act, PS.-Karnalganj, Allahabad, UP Criminal Case No.431/98, Special CJM Allahabad ,Case No.1247/02, Cog. No.06.03.2000 ", 9,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8081,2014
2339,"[147, 148, 332, 336, 186, 427]"," Section 7 C. L. A. Act, PS.-Karnalganj, Allahabad, UP Criminal Case No.02/14 ", 10,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8081,2014
2340,"[143, 353, 341]"," Criminal Case No.603/13, PS.-Civil Lines, Allahabad, UP ", 11,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8081,2014
2341,"[323, 452, 504, 506, 352]"," Cr.842-07, NCR 193.07, Court A.C.J.M.Bareilly, Cognizance Date-23/7/7 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=8689,2009
2342,"[147, 353, 504]"," Section 132(3), 136(2) R. P. Act, Case No.5149/2005,
Criminal Case No.366/99,
FIR No.245/99,
PS.-Handiya, Janpad-Allahabad, State-UP, A.C.J.M. 9 Allahabad, Date of Cog.-16/08/2000 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8087,2014
2343,"[147, 148, 323, 336, 504]"," Section 131(3) R. P.
 Act, Case No.5152/2005, Criminal Case No.366A/99,
FIR No.246/99,
PS.-Handiya, Janpad-Allahabad,State-UP, ACJM 9 Allahabad,
Date of Cog.-16/08/2000 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8087,2014
2344,[307]," Thana Cantt. Allahabad, Date 16/4/14 , ADJ 14 Act of SC/ST Special Judge Allahabad ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8086,2014
2345,"[171C, 427, 34]"," 27 Arms Act, 135, 135(A) Representation of the People Act, Lersiganj P.S. Case No. 12/98, District-Palamu,State-Jharkhand, Shri Chandan JMFC, Date 18.12.12 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=1236,2014
2346,"[323, 504, 506(2)]"," FIR NO.36/05 PANCHKOSHTI A DIVISION POLICE STATION, CHIEF JUDICIAL MAGI. COURT DATED 30-08-05.  ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5796,2009
2347,"[188, 283]"," CC. No. 131/2011, PS Ghanpur(Stn.) 
PCR Court, Warangal, For Rasta Roco Dharna of Telangana Movements  ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6410,2014
2348,"[147, 323, 427, 504, 506, 149]"," Cr. No. 374/11, PS Hanamkoada, VIth Add1. JFCM, Warangal, For Rasta Roco Dharna of Telangana Movements ", 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6410,2014
2349,[]," 145(B)& 147 Rly Act. Cr.No. 234/2011, PS RPS, Warangal Railway Court Kazipet, For Rasta Roco Dharna of Telangana Movements ", 3,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6410,2014
2350,"[147, 435, 427, 147]"," Cr. No. 175/2011, PS Subedari, IVth MM, Warangal, For Rasta Roco Dharna of Telangana Movements ", 4,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6410,2014
2351,"[143, 341, 186, 427, 323, 149]"," Cr. No. 10/2011, PS Intezargung, C.C. No. 82/2012 of Warangal Dist, Andhra Pradesh, 1st Addl. JFCM, Warangal, For Rasta Roco Dharna of Telangana Movements ", 5,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6410,2014
2352,"[120B, 409, 420, 468, 471]"," Criminal Conspiracies, Criminal breach of trust, Cheating, Forgery, Using as genuine a forged document and under prevention of Corruption Act.Section 13(1)& (2) Criminal misconduct by public Servant and punishment.The court which has taken cognizance: 8th City Civil Court,Special Judge  Chennai, T.N. Case no cc 32/08.   ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=2447,2009
2353,"[147, 148, 188, 153A, 149]"," FIR no. 243/2011 Golconda PS-Hyderabad
XVII Addl CMM ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6414,2014
2354,"[498A, 420, 506]"," Fir No. 171/2012 Asif Nagar PS, Hyderabad Criminal Court Nampally ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6419,2014
2355,"[324, 506]", Fir No. 100/2014 Saifabad P.S. Criminal Court Nampally 2014 , 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6419,2014
2356,"[143, 147, 283, 149]"," Kuttiadi Police Cr. 247/13, Kozhikode, Kerala Nadapuram CJM cc 572/2013, CJM Court Kozhikode  ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=955,2014
2357,"[143, 147, 148, 324, 283, 188, 332]", Sec 3 PDPP Act. CC No. 83/2008 Date. 16.05.2008 CJM Court  , 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=955,2014
2358,"[147, 149, 153A, 153B, 505]"," Crime No.198/92,Police Station Ramjanam Bhumi,Faizabad,Chief Juducial Magistrate,Raebareli,Date 04.05.2001 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1232,2009
2359,"[147, 148, 149, 307, 302, 404, 120B]"," 7 CRIMINAL LAW ACT. COURT IST F.T.C GAZIPUR CASE NO,254/2006 DATE 30.03.2009 Hon'ble Supreme Court S.L. P. NO,480/08 & 5693/08 CRIME NO,589/05(
(Acquitted Case Are - (1)Case No 106/88 Police Station Kotwali Ganjipur Up, Court 3rd Additional Sessions Court Judge Ganjipur IPC 302, 34 (2)Case No 44/91, Police Station Kotwali Ganjipur UP,Court Upper Main Judicial N.D.P.S.ACT Court No 2 Gajipur, IPC 302, 506 (3) Case No 682/90, Police Station Kotwali Ganjipur UP, Court Judicial Magistrate Gajipur IPC-147 506 (4)Case No 172/91 Police Station Muhammdabad Ganjipur UP, Court Recordership Magistrate Muhmmdabad Ganjipur, IPC 147, 504, 323,(5)456/93 Police Station Tilkmarg New Delhi, Court Upper Session Judicial New Delhi IPC 364, 365, 38,(6)Case No 508/93, Police Station K.G, Marg New Delhi Court High Court New Delhi  24/54/59 Arms Act & 5
Tada Act) ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1235,2009
2360,"[147, 148, 149, 302]"," SC/ST ACT VARANASI. CRIME NO,229/91 SPECIAL JUDGE CASE NO,265/2007 DATE 02.04.2009 Hon'ble Supreme Court CRIMINAL T.A APPLICATION NO,64/2008(Acquitted Case Are-(1) Case No 165/96 Police Station Kotvali Ganjipur UP, Court First F.T.C Ganjipur IPC 147, 148, 149, 332, 353, 504, 307, 7 CLA Act 
(2) Case No 19/97 Police Station Bhelupur Varanasi UP Court  Upper Session Judicial CBI Lucknow IPC364, 365, 302, 120(B), 34
(3) Case No 106/99 Police Station Hajarganj Lucknow Court Upper Session Judicial/ F.T.C. 5th Lucknow, IPC 302, 307, 120(B)
(4) Case No 121/97 Police Station Unpara Sonbhadar UP Cout Upper Dist & Session Judicial F.T.C. Sonbhadar, IPC 364
(5)1580/2005 Police Station Kotvali Mau UP Court Special Judicial Janpad Mau, IPC 147, 148, 149, 203, 435, 436, 153(A), 7CLA
(6) Case No 410/88 Police Station Kent Varanasi UP Cout 3rd F.T.C.  Varanasi IPC 147, 148, 149, 302, 307, Date 19.09.05) ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1235,2009
2361,[]," 3(1)UP GANGSTER ACT. COURT SPECIAL JUDGE GENGSTER ACT VARANASI FIR NO,192/96 CASE NO,49/2007 DATE 15.04.2009 ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1235,2009
2362,[506]," CRIME NO,377/97 COURT II ACJM VARANASI CASE NO,1446/2006 DATE 11.05.2009 ", 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1235,2009
2363,"[419, 420, 109]"," CRIME NO,60/99 COURT JM IST AGRA DATE 21.03.2009 ", 5,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1235,2009
2364,"[307, 302]"," 25 ARMS ACT. CRIME NO,294/91 COURT CJM CHANDULI DATE 25.03.2009 ", 6,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1235,2009
2365,[]," 3(1) UP GANSTER ACT. COURT SPECIAL GENSTER ACT VARANASI  CRIME NO,1051/2007 ", 7,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1235,2009
2366,"[467, 468, 420, 120B]"," 30 ARMS ACT. CRIME NO,266/90 C.B.NO.16/91 COURT IST F.T.C. VARANASI CASE NO,22/05 & 22A/05 DATE 31.03.2009 ", 8,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1235,2009
2367,[]," 2,3 GANSTER ACT. CRIME NO,428/99 COURT SPECIAL JUDGE GENGSTER ACT LUCKNOW  DATE 20.05.2009 ", 9,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1235,2009
2368,[506]," CRIME NO,126/99 COURT ACJM IST LUCKNOW DATE 22.04.2009 ", 10,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1235,2009
2369,"[353, 771, 127, 34]"," CASE NO. LESLIGANG, P.S.CASE NO.12/98, CJM, DALTANGUNJ ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1239,2009
2370,"[143, 427, 34]"," Case No. 108/2009, CC No. 444/2013, Anantpuram  Dt.-10.12.2009 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8957,2014
2371,"[353, 385, 355, 34]"," Case No 110/2009, CC No.445/2013, Court in Anantpuram Dt.-14/12/2009 ", 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8957,2014
2372,"[147, 148, 379]",  , 1,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=795,2004
2373,[], WEIGHT AND MEASURMENT ACT 1985 , 1,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=794,2004
2374,"[143, 341]"," FIR No.79/2002,Date 30.01.2002 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=220,2009
2375,[]," 26(1)(A)Indian Forest Act,Case No.237/93,Date 25.08.1993 ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=220,2009
2376,[]," 135 Bombay Police Act. Case No. 3024/02,  (acquitted case. 3/96, 332,353 I.P.C. DT. 03.04.05,  Withdrawal case. 142/96, 134 B.P. Act. Dt. 02.06.2000,  Discharge Case. 143/97, 342,323,504,506, I.P.C. Dt. 10.6.99) ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=224,2009
2377,"[341, 427, 34]"," Case no. 468/97, Cognition Date 10/3/1997, J.M.F.C. Vapi ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=6083,2014
2378,"[420, 403, 406, 427, 447]"," FIR No:71/2014 PS Ghatkesar,XIII M.M court LB Nagar,Cyberabad ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6080,2014
2379,"[409, 420, 465, 467, 468, 471, 201, 120B]"," Sec.7,13,(1)(C) (D), 13(2), 14 PC act 1988 (PCA) , Shri Karamjit Singh Kang Session Judge Cum Special Judge Ludhiana Sessions Case No 3/2007 Cognziance Date 24-12-2007 FIR no 5 Of 2007 Date 23-03-2007, Police Station Vigilance Bureau Ludhiana pending before district and session  judge-cum ludhiana, charge has not framed yet  ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=6088,2014
2380,"[420, 467, 468, 471, 120B]"," Section 7, 13(1),(C)(D),13(2) PC Act 1988, Shri Parminder Pal Singh Additional Session Judge Cum Special judge mohali Sessions Case No 43/13, Fir no 3 Date 11-09-2008, Police Station Vigilance Bureau Mohali pending in the court  of Additional Session Judge cum special judge mohali, pending for 10-04-2014, CRM-M-34265/2009 in the Hon'ble High Court of Punjab and Haryana at Chandigarh, Capt. Amrinder Singh V/s State of Punjab and others Petition under section 482 CRPC to Quash Fir no.3 dated 11-09-2008 , next date of hearing 06-05-2014 ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=6088,2014
2381,[120]," FIR No 28 Date 20-06-2008, Sec.789, (13)(1)(D)(E), 14, 13 (2) PC Act 1988 (PCA) , Police Station Vigilance Bureau-2 (Flying Squad) Patiala Investigation is pending Challan has not been presented. ", 3,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=6088,2014
2382,[171H]," 136 R.P.Act, Kotwali P.S.Case No.417/05, Shri Rajesh Kumar,J.M.Munger ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5064,2009
2383,"[144, 448, 323, 452, 380, 504]"," Section 3 of PRoperty Act, Muftasi P.S.Case No.197/05, Sri D.K.Mishra,J.M.Munger ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5064,2009
2384,[]," 133, 136 R.P.Act, Kotawali P.S.Case No.246/04, C.J.M.Munger ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5064,2009
2385,[]," Kotwali Barani P.S.Case No.685/06, Sri V.Prasad J.M.Bhagalpur ", 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5064,2009
2386,"[406, 408, 409, 380, 120B, 34, 114]"," DCB PO. ST.-1, FIR NO. 08/2003, CHIEF COURT SURAT CITY, CASE NO. 1887/2003, DTD. 24/04/2003, CASE IS PENDING ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=5292,2014
2387,"[143, 147, 323, 338, 427, 337, 114, 506(2)]"," VARACHHA PO. ST-1, FIR NO. 120/2000, 5TH ADD. SENIOR CIVIL JUDGE, SURAT CITY, CASE NO. 2518/2000, CASE IS PENDING ", 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=5292,2014
2388,[], CASE IS REGISTERED IN MEHSANA CITY A DIVISION POLICE STATIONVIDE REG. NO.:- 657/13 , 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=5290,2014
2389,"[405, 406, 420, 120B, 114]"," VIDHYANAGAR POLICE STATION FIR NO 5/05, CC NO:1075/10, PENDING ADI. CHEIF JUDI & SR.CIVIL JUDGE , 18-04-2014 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=5296,2014
2390,"[405, 406, 420, 120B, 114]"," VIDHYANAGAR POLICE STATION FIR NO 4/05, CC NO:1149/19, PENDING ADI. CHEIF JUDI & SR.CIVIL JUDGE , 18-04-2014 ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=5296,2014
2391,"[405, 406, 420, 120B, 114]"," VIDHYANAGAR POLICE STATION FIR NO 14/05, CC NO:1076/10, PENDING ADI. CHEIF JUDI & SR.CIVIL JUDGE , 18-04-2014 ", 3,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=5296,2014
2392,"[405, 406, 420, 120B, 114]"," VIDHYANAGAR POLICE STATION FIR NO 1/05, CC NO:373/10 PENDING ADI. CHEIF JUDI & SR.CIVIL JUDGE , 24-04-2014 ", 4,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=5296,2014
2393,[500]," CR. CASE NO. 4270/2012, JUDICIAL. MAGISTRATE. F.C. GANDHINAGAR, CASE IS PENDING CR.NO.330/2013 11.08.2012 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=5295,2014
2394,"[143, 188]"," AMRELI JUDICIAL  MAGISTRATE COURT,  CASE NO:1207/2013 PENDING  ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=5295,2014
2395,"[147, 148, 149, 395, 392, 397, 427, 435, 436, 451, 336, 307, 186, 332, 504, 506(2), 120B]"," SAVARKUNDALA POLICE STATION DIST:- AMRELI, SESSION CASE NO.:- 254/2001 FIR NO:- 2/97, Sec - 135 G.P.Act,  Date on Which the Charge Was Framed- 4-10-2012
 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=5294,2014
2396,"[143, 332, 504, 506(2), 186]"," AMRELI CITY POLICE STATION CRIMINAL CASE NO:- 579/2013, FIR NO. - 1/ 2013 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=5294,2014
2397,"[498, 323, 504, 114]", MAKARPURA POLICE STATION  FIR NO.160/2010 , 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=5298,2014
2398,[188]," Case No.613/09, Crime No.88/2007, Police Station Aadarsh Mandi, Shamli Muzaffarnagar, Court Civil Judge (J.D.) Kairana Muzaffarnagar, Cognizance Date-3/7/2007, Appeal Court- High Court Allahabad, Cr.M. Prathna Patr No.19805/2007 Hukum Singh V/s. Govt. or Other Dist. Muzaffarnagar, Order Date-21/8/2007 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=6917,2009
2399,"[323, 504, 506, 427, 34]"," TOWN POLICE STATION BIDAR NO. CR-99/10 CC No:54/11, in the Court of Addl CJM Bidar. Charges framed on 20-09-2009 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=2140,2014
2400,"[341, 323, 290, 294, 506]"," P.S. Kotwali, FIR No. 298 dt. 29/06/2006, Court of the JMIC Patiala, Date of Cognizance 9/1/2009 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=6913,2009
2401,"[147, 364, 323, 120(B)]"," Section 27 Arms Act, Case No. 166/03, Shikarpur PS., S. Tr. No. 655/05, ADJ FTC Bethiah, Cog. Date 20/05/2004, Framed Date 27.07.08  ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=9198,2014
2402,"[147, 148, 149, 307, 120(B)]"," Section 27 Arms Act, Case No. 158/03, Shikarpur PS., S. Tr. No. 481/05, FJC with 5th Bethiah, Con. Date 06/04/2005, Framed Date 25.06.2010 ", 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=9198,2014
2403,"[147, 148, 149, 307, 341, 342, 302]"," Section 27 Arms Act, Case No. 84/03, PS. Shikarpur PS., S. Tr. No.84/03, ADJ 3rd Class Bethiah, Cog. Date 20/05/2004, Framed Date 22.01.2008 ", 3,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=9198,2014
2404,"[147, 148, 149, 302, 201]"," Case No. 107/98, Sikta PS., S. Tr. No. 107/98, Cog. Date 13/02/1998, Framed Date 06.10.2010 ", 4,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=9198,2014
2405,"[302, 120B]",  , 1,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=4045,2004
2406,[], 25/27 ARMS ACT , 2,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=4045,2004
2407,"[143, 188]"," Section 126 R. P. Act and Section 9 Bihar Control of the Use and Play of Loudspeakers Act 1955, Case No. 14/2000, TR No. 1609/13, JM Bettiah, Beriya PS. Bihar, Cong. Date 28/07/2000 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=9195,2014
2408,[188]," Case No. 422/10, TR No.3407/13, Bagha PS, Sub Judicial Magistrate Bagha, Cong. Date 31/05/2011 ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=9195,2014
2409,[447]," Section 3 Public Property Act, Case No.336/2005, Bettiah Town PS, CJM Bettiah, Cog. Date 02.03.2005 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=9197,2014
2410,[188]," Section 127 of Public Representation Act, Case No.65/2009, Yogapatti PS, Pranab Shankar, 1st JM Bettiah, Cog. Date 07.04.2011 ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=9197,2014
2411,"[147, 341, 504, 506]"," Case No.14/2010, Bhangaha PS, N. P. Singh, 1st JM Bettiah, Cog. Date 24.03.2011 ", 3,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=9197,2014
2412,"[147, 148, 447, 427, 379]"," C No.1093/06, 29/10/07, Sri Ravi kumar J.M.1st Class Hajipur ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=9190,2014
2413,[288 304A],  , 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=4204,2009
2414,[467 468 471 406 407 420 120B], Jasidih P.S.Case no.170/03 G.R.NO.631/03Smt.Sanjita Srivastava Judicial Magistrate 1st class Devghar 29.08.2003 , 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=4200,2009
