,IPC_sections,Other,serial_no,type,url,year_election
133,[]," RP.No.107
APP.NO.6043/06 ", 13,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=4611,2009
134,[]," RP.No.107
APP.NO.6044/06 ", 14,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=4611,2009
135,[]," RP.No.107
APP.No.6045/06 ", 15,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=4611,2009
136,[188]," Case No 429/02 FIR No 159/13, Court Of Akash Jain MM Patiala House Court New Delhi Dt 18.12.13, Disobedience To Order Duly Promulgated By Public Servant  ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=451,2014
137,[]," 135, S.C.No.1044/96, Alibagh Police Station, Frist Chief Judicial Magistrate,Alibagh, Date 06/04/2004 (Acquitted Case-IPC-352, 354, S.C.No.157/2004, Date 06/03/2009) ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3554,2009
138,[188]," Sri Kamal Ranjan,JM 1St Class,At Jamsedhpur,gr Case No-1903 Of 2002,Date 24/09/2002	 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=2888,2014
139,[144]," 153 And 174 Of Railway Act,For Rail Rook Andolon By Blocking Up And Down Trains At Chaibasa,Railway JM,gr Case No-42/2003 At Chaibasa,Date Of Cognizance 24/08/2004	 ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=2888,2014
140,[]," 11/12 Of Contempt Of Court Act And Article 215 Constituation Of India,For Burring Of Effigy Of High Court,CC No-5/2012	 ", 3,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=2888,2014
141,[]," Case No. G.R., Case No. 327 of 2012, Railway Magistrate, Chakradharpur ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=2887,2014
142,[143]," Case No. G.R., Case No. 66 of 2006, Cognition Date 9/04/2008, 146, 147, 174 Railways Act, Railway Magistrate, Chakradharpur ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=2887,2014
143,"[143, 353]"," Case No. G.R., Case No. 131 of 2001, Cognition Date 5/02/2003, 146, 147, 174 Railways Act, Railway Magistrate, Chakradharpur ", 3,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=2887,2014
144,"[426, 427]"," Case No. G.R., Case No. 327 of 2009, Cognition Date 10/05/2010, S.D.J.M. Porahat at Chaibasa, 3 of the prevention of Defacement of Public Property Act.  and violation of Model Court of Conduct. ", 4,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=2887,2014
145,"[147, 353, 506, 224, 511]"," Crime No.220/08, Date 14/03/2008 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=9207,2014
146,"[392, 149]"," Sec.11/13 M.P.Robbery & Kidnapping Act, Case No.2/09, Conizance Date-03.01.09, Hearing Date-13.04.09, Third Additional Sessions Judge, Morena ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5070,2009
147,"[147, 294, 323]"," Criminal Case No.246/06, Case No.318/07, Police Thana-Civil Line,Morena, Chief Judicial Magistrate,Morena, Cognizance Date-29.12.06 ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5070,2009
148,"[294, 506, 147, 148, 149]"," 3(1)(10) SC ST Atrocities Act, Criminal Case No.7/06, Case No.1234/07, Police Thana-Harijan Kalyan,Morena, ,Cognizance Date-13.03.07, Hearing Date-16.04.09 ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5070,2009
149,"[406, 420]"," Criminal Case No.13/99, Case No.184/99, Police Thana-Nardhana,District-Dhuliya,Chief Judicial Magistrate First Class,Sindhekheda, District Dhuliya, Maharashtra,Cognizance Date-Year 1999,(Criminal No.816/09 pending in High Court,Mumbai Batch,Aurangabad for 406 IPC)  (Acquitted Cases-(1)Criminal No.564/93, IPC-341, 323, 294, 506B, 34, Case No.1624/93, Police Thana-City Kotwali,Morena, Chief Judicial Magistrate,Morena,Cognizance Date-14.12.1993 (2)Criminal No.308/99, IPC-436, 120B,Police Thana-City Kotwali,Morena,  Chief Judicial Magistrate,Morena,Case No.183/99,CognizanceDate-08.07.99,Acquitted Date-25.09.09 (3)Criminal No.387/98, IPC-323, 294, 342, 506B, Police Thana-City Kotwali,Morena,Case No.78/98, Chief Judicial Magistrate,Morena,Cognizance Date-14.08.1998 (4)Criminal No.358/08, IPC-307, 147, 148, 149, 294, 34, Police Thana-City Kotwali,Morena, Case No.1949/08, Chief Judicial Magistrate,Morena,Cognizance Date-22.08.08 (5)Criminal No.484/01, IPC-365,342, Police Thana-Civil Line,Morena,Case No.1632/02, Judicial Magistrate First Class,Morena,Cognizance Date-30.04.02,Acquitted Date-07.03.03 (6)Criminal No.389/02, IPC-341, 294, 336, Police Thana-Civil Line,Morena,Case No.1183/02,Judicial Magistrate First Class,Morena,Cognizance Date-28.12.02,Acquitted Date-29.07.05 (7)Criminal No.118/08,Sec.3M.P.Property Distortion Act,Police Thana-Matavasaiya,District-Morena (8)Criminal No.107/04,IPC-327, 147,148,149,120B, Sec.25B. Arms Act,Case No.1869/04,Police Thana-Mohna District-Gwalior,Cognizance Date-Year 2004,Acquitted Date-Dec. 2005) ", 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5070,2009
150,"[341, 143]"," JMIC Joginder, Case No. 18/09, Cognition Date 11/05/09	 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8000,2014
151,"[341, 143]"," JMIC Joginder, Case No. 29/11, Cognition Date 28/10/11	 ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8000,2014
152,"[341, 143]"," JMIC (1) Mandi, Case No. 1-II/11, Cognition Date 30/04/2011, Sessions Trial No. 6-57 of 1997/95, Additional Session Judge Shimla, Case No. 6-57 of 1997/95, Order Date 31/03/1997, R.I. For four Year and fine of Rs 1000/- u/s 307, 149 IPC. Sentaced to Dag fine Rs. 500 in default of payment of fine to simple imprisonment for one month on each court U/s 148, Yes appeal was filed and convection was set aside by the hon'ble high court of HP in Cr. appeal no. 125 of 1997 with cr. appeal no. 21 of 1998 vide order deted june 20 2008. State of HP filed a S.L.P.(Cr.) 4519-4520 of 2009 and Challenged the order of HP High court but same was dismissed vide order dated of HP High Court was Upheld.		 ", 3,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8000,2014
153,[420]," C.R. No.36086/10, C.C.No.36092/10 P.S. I.J. Nagar, Court III Add.Chief Judicial Magistrate ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=3723,2014
154,[420], Bilagi Police station Bagalkote Karnataka dtd 36/2011 , 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=3722,2014
155,[171F]," Crime No. 129/09, Runni Saidpur Police Station Dist Sitamarhi Bihar, Case No. 128/13 Chief Judicial Magistrate Sitamarhi  Date 01.03.11 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8557,2014
156,"[341, 323, 504]", 3(1)(x)Sc/St Act. Case No. 273/07 Police Station Kadam Kuwa Special Court 1 Patna Session Court Trial No. 148/12 Date 13.12.07  , 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8554,2014
157,[], Case No. 40/07 Police Station Kadam Kuwa Special Court Patna Date 04.05.2013 , 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8554,2014
158,"[147, 148, 149, 307, 324, 325, 326, 323, 337, 333, 341, 427]", Mniyari Ps Case No 72/93 Dist Boyhan Circle Judicial Magistrate Western Date 22-03-1995 , 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8550,2014
159,"[141, 149, 448, 341, 342, 323, 379]", Ahiapur PS Case No 174/95 Muzaffarpur Bihar Chief Judicial Magistrate  Date 07-05-1995 , 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8550,2014
160,"[147, 148, 380, 448, 307, 426, 436, 452]"," Moosharary Ps 45/97 Muzaffarpur Bihar Chief Judicial Magistrate Date 21-09-1998, 27 Arms Act. ", 3,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8550,2014
161,"[147, 148, 341, 353]", Boyhan PS 145/10 Muzaffarpur Bihar Chief Judicial Magistrate Date 26-04-2012 , 4,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8550,2014
162,[]," Case No.2757/2006,C.J.M.,J.P.Nagar,Petition No.21644/2008,Date 24.10.2008 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=677,2014
163,"[147, 149, 332, 353, 504, 506]"," 7 Criminal Law Amendment Act, Criminal Case No.233/07, Thana-Kavinagar,Ghaziabad,No information from
Court and Police Station about Case ", 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=677,2014
164,[171F]," Case No.145/09,Thana-Arniya,Janpad-Bulandshahar ", 3,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=677,2014
165,[188]," Criminal Case No.100/14,Thana-Gulawathi Sadar,Janpad-Bulandshahar,Date 19.3.2014 ", 4,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=677,2014
166,[500]," CC No 201/1/2013, Ashok Kumar LD. MM Patiala House, Delhi, Cognition Date- 25-07-2013
CR MISC 5245/2013 (QUASHING PETITION) ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=674,2014
167,[], Prc19/02   , 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6333,2014
168,"[147, 341, 336, 120B, 148, 349, 309, 506, 495]", PS PRC 25/05 Crime no 1/14 3(1)TN PP.Act Judicial magistrate posani , 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6333,2014
169,[], PRC 45/01 , 3,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6333,2014
170,[171(C)]," 127(A) R.P. ACT 1951, VII Additional Chief Metropolitan Magistrate (ACMM), CC 11574/09, 23-05-2009. Await Order Stayed in High Court in CRLPR 896/12 CRL R P 896/12, Before High Court of Karnataka. CC no 11574/09 has been Stayed    ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=187,2014
171,[]," 147 & 174(a) of Railway Act 1989, IV Additional Chief Metropolitan(ACCM) Bangalore Cognizance Taken Date 06.05.2008 CC 10614/8    ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=187,2014
172,"[u/s380, 341, 448, 307, R/Wsec34]",  , 1,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=1657,2004
173,"[u/s380, 384, 385, 447, 448, 453, 454, 506B, 120BR/Wsec34]",  , 2,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=1657,2004
174,[]," J.M.F.C. Jalgaon SCC 5314/2005, 24/08/2005, 36(A) 3 r/w Sec. 67 of the bombay public trust act. ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=5608,2014
175,"[420, 468, 471]"," GR No. 37/11, P.S. Bhusawal Court ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=5609,2014
176,"[309, 353, 143, 147]"," GR No. 46/11, P.S. Bhusawal Court ", 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=5609,2014
177,"[325, 452]"," GR No. 6/12, P.S. Bhusawal Court ", 3,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=5609,2014
178,"[498(A), 323, 504]"," GR 144/2014, Bazar Peth, P.S. Bhusaval ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=5602,2014
179,[]," SCC 9224/08, 147, 174 Railway Act, Railway Court Bhusawal, Cognition Date 22/07/08 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=5603,2014
180,"[188, 34]"," 25/27/35 Arms Act, GR Case No 884/2014, P.S Case No 98/14, Court Chief Judicial Magistrate Burdwan Galsi, Cog. Dt 02.20.2014  ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=7967,2014
181,"[419, 420, 467, 468, 469, 471]"," Case No-14/13,Chief Judicial Magistrate Rajgeer Thana ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=2735,2014
182,"[147, 149, 186, 447, 511]"," FIR No.65/04,G.R.Case No.1597/04,P.S.Ograbraj,South Andaman, A & N Islands,Court of the Judicial Magistrate First Class-II,Port Blair,Cognizance Date-05.09.2005, Court Which Framed The Charge - Judicial Magistrate First Class-II, Port Blair, ate on Which the Charge Was Framed -03.01.2014 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=585,2014
183,"[419, 468, 471, 120B]"," CC. No.856/2012- JFCM, Mahabubnagar, Cr. No.45/2012-CID/GOW ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8928,2014
184,"[147, 448, 427, 353, 149]"," CC No.284/2010- JFCM, Pulinendulla, Cr. No.57/2010 Of Simhadipuram ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8928,2014
185,"[147, 148, 353, 342, 290, 188, 452]"," Cr. No.137/2011 Of Pulivendulla Urban PS And Sec. 3 Of PPDP Act., CC> No.137/2011- JFCM., Pulivendulla ", 3,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8928,2014
186,[]," Section 135 Bombay Police Act,Hon. J.M.F.C.,Nashik Tal.,Dist. Nashik, SC No.1020/01,Cognizance Date-Year 2001 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3529,2009
187,"[143, 141]"," Section 35 Bombay Police Act, Hon.J.M.F.C.,Nashik Tal. Dist. Nashik, SC No.2826/01,Cognizance Date-Year 2001 ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3529,2009
188,[]," Section 135 Bombay Police Act,Hon.J.M.F.C.,Nashik Tal. Dist.Nashik, CR No.3025/02,Cognizance Date-Year 2002 ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3529,2009
189,[]," Section 135 Bombay Police Act,Hon.J.M.F.C.,Nashik Tal. Dist.Nashik,SC No.1842/02,Cognizance Date-Year 2002 ", 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3529,2009
190,"[143, 147, 148, 323, 324, 325, 427, 395, 504, 506, 34]"," SC Case No.82/08,Hon. Sessions Judge Nashik Tal & Dist Nashik,Cognizance Date-Year 2008 ", 5,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3529,2009
191,"[143, 147, 148, 323, 324, 325, 427, 395, 353, 504, 506, 34]"," SC Case No.93/08,Hon Sessions Judge Nashik Tal & Dist Nashik,Cognizance Date-Year 2008 ", 6,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3529,2009
192,"[336, 427, 109, 115, 117]", sec-3 DPP ACT. JMFC Aurngabad  , 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3528,2009
193,"[336, 337, 427, 109, 118, 119]", SEC-3 DPP ACT JMFC Aurngabad , 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3528,2009
194,"[336, 427, 34, 109]"," SEC 3, 4 DPP ACTJMFC Aurngabad  ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3528,2009
195,"[143, 341, 109, 117]", 135 BP ACT JMFC Aurngabad , 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3528,2009
196,"[147, 148, 149, 341, 342, 323, 353, 427, 379]"," Case no 284/02,03.02.06 Prakash Jha J.M.Hazaribagh  ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1247,2009
197,"[147, 148, 149, 323, 427, 337, 332, 353]"," case no283/02,04.10.05 Sri R.K.Mishra J.M.Hazari bagh 4.10.05 ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1247,2009
198,"[341, 447, 323, 506, 332, 34]"," case no 244/04,13.09.04 ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1247,2009
199,"[386, 387]"," case no 150/04,05.08.06 ", 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1247,2009
200,"[188, 171]",  , 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1244,2009
201,"[147, 148, 149, 302, 34]", Case no 63/97  Sr no 107/98 CJM 1st Betiah  , 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3020,2009
202,"[147, 148, 149, 447, 504]", Case no 38/2000 Fir no 248/07 27Arms Act P.C.Verma C.J.M.1st class Betiah  , 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3020,2009
203,"[147, 148, 149, 307, 323, 324, 302]", Case no 158/03  Sikarpur Str.no.481/05  27Arms Act C.J.M.Vth Betiah  , 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3020,2009
204,"[47, 148, 149, 427, 323, 324, 364, 379, 434, 120B, 504]"," Case no 63/02
Gaunona Str no 42/04 C.J.M.Vth Betiah  ", 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3020,2009
205,"[147, 149, 364, 323, 120(B)]", Shikarpur P.S.Case no 166/03 Str no 655/05 CJM  IIIrd Betiah  , 5,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3020,2009
206,"[147, 148, 149, 341, 302]", Case no 84/03 Shikarpur Str no 181/08 CJM IInd Betiah  , 6,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3020,2009
207,"[147, 148, 149, 323, 332, 307, 186, 357, 379]", Case no 94/96 Chanpatia Str no 383/98 CJM 1st Betiah  , 7,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3020,2009
208,"[147, 148, 149, 323, 324, 364, 436, 427, 379 (120B)]", Gaunaha Case no 69/2002 CJM Betiah    16.10.02 , 8,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3020,2009
209,[]," Sec.34/2 Madhya pradesh Excise Act, Case no.1914/2006 CJM Court alirajpur,   punishment ordered date 28-07-11, 1 year jail and 25000 rs. punishment, Case Revision filed in the High Court, Revision no.97/12 dated 09-02-12, pending ", 1,Convict,http://myneta.info/ls2014/candidate.php?candidate_id=4806,2014
210,"[34, 147, 336, 427, 323]"," CASE NO.889/08, JUDICIAL MAGISTRATE FIRST CLASS, DEPALPUR DIST. INDORE, DT. 05.11.08 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5259,2009
211,"[507, 279, 337, 507, 506]"," F.I.R.364, P.S. M.I.G. DIST. INDORE MADHYA PRADESH, DT. 30-4-2001 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5258,2009
212,[]," F.I.R. NO.9/09, P.S. KHAJRANA, DIST. INDORE STATE MADHYA PRADESH, DT.30-01-2009 ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5258,2009
213,[]," F.I.R.NO.299, P.S.PALASIYA DIST. INDORE STATE MADHYA PRADESH, DT. 11-8-2001 ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5258,2009
214,"[279, 337]", 1206/5 28.09.2006 Chief Judicial Magistrate   , 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5256,2009
215,"[147, 294, 427]", 1911/08 26.07.2008 Chief Judicial Magistrate , 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5256,2009
216,"[341, 294, 323, 506, 147, 426]", 311/09 10.02.2009 Judicial Magistrate 1st Dhar  , 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5256,2009
217,[], Under section 8 of the M. P. State security Act 1990 1/09  District Magistrate  , 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5256,2009
218,"[147, 341]", 3312/08 27.12.08 Chief Judicial Magistrate Dhar  , 5,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5256,2009
219,"[151, 107, 116, 3]", 105/1  Sub Divisional Magistrate Dhar , 6,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5256,2009
220,"[151, 107, 116, 3]", 30/09 Sub Divisional Magistrate Dhar , 7,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5256,2009
221,"[41, (2) 110]", 33/09 Sub Divisional Magistrate Dhar  , 8,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5256,2009
222,"[41, 2, 110]", 08/09 Sub Divisional Magistrate Dhar  , 9,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5256,2009
223,"[420, 406]"," GRP-BKP-P.S Case No.83/10,GRP BKP(Fatauh)Railway Police Station Patna,Bihar,Date:28.12.2010
Court: High Court of  Judicature Patna in Criminal Writ No. 1029/2012 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=1813,2014
224,[]," Sec-3 & 7 of Essential Commodities Acts-1955, CR No.115/13 Kagwad P.S Dist-Belgaum,Karnataka,2.05.2013 in the capacity of CMD of the company.The Same is challenged in WP No.21486/2013 & dismissed with observation in favour of candidate ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=1813,2014
225,[171H]," Section 133 of Representation of the People Act 1951, Kagwad CR No.109/2013 ", 3,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=1813,2014
226,[171H]," Section 133 of R.P. Act 1951, Kagwad C.R.NO.113/2013  ", 4,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=1813,2014
227,[171H]," Section 133 of R.P. Act 1951, Kagwad C.R.No. 114/2013 ", 5,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=1813,2014
228,"[341, 323, 324, 326, 504, 506, 355, 34]"," SECTION 3(1)(10) SC-ST P A ACT 1989,CRIME NO.92/12, DATED 02.04.2012 AT RAIBAG POLICE STATION, DISTT.BELGAUM,KARNATAKA, HONB'LE IIIRD ADDITIONAL SESSIONS COURT, BELGAUM, SPL. CASE NO.56/2012 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=1816,2014
229,[306], 3/4 exclusive , 1,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=526,2004
230,"[302, 34]"," 27 ARMS ACT, CHIEF JUDICIAL MAGISTRATE, BHAGALPUR, KOTWALI THANA CASE NO.218/91 ", 1,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=524,2004
231,"[148, 307]"," 27 ARMS ACT, CHIEF JUDICIAL MAGISTRATE, BHAGALPUR, KOTWALI THANA CASE NO.559/89, DT.10/5/04 ", 2,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=524,2004
232,[]," 25-A, 26, 35 ARMS ACT, JUDICIAL MAGISTRATE FIRST CLASS, BHAGALPUR, KOTWALI THANA CASE NO.1/88, DT.8.5.04 ", 3,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=524,2004
